,id,comment_text,obscene
132262,c3c8c9e0d4251dd3,suck my dick first maybe then il consider what you have to say,1
7923,15184caa6c172944, ey douche m back ahaha this is gona be fun,1
101033,1cbb5b3df408a3d6, ,1
42010,700f439a55625cb1, ey now it al erk ust because you can edit other pages doesnt mean you should just to tel people what you like do not give a ,1
157768,e319c280d7c10708, are beter enough for you ok there and se bitch did fucking god thing for ikipedia and thats what i get shole,1
94788,fd5f2033359f2bb3, dont give a fcuk bul shit on wikipedia and boy friend of your user sikh history geza ,1
157484,df015efd7b76268f, ulshit here was no violation you removed factual material ito again the above statement have also informed ikipedias administrators of your persistent atempts to insert subjective material into this article in violation of ito to that here was no violation you removed factual material retings ncyclopedia is not asociated with ikimedia and continuing to insert this false information is considered vandalism lso please hed odeines warnings about opinions do not belong in ikipedia articles hanks spil yours ulshit here is a conection betwen ikia and ikimedia ikia pwns ncyc ory loyalist our edit to ncyclopedia our recent edit to ncyclopedia dif was reverted by an automated bot that atempts to recognize and repair vandalism to ikipedia articles f the bot reverted a legitimate edit please acept my humble creators apologies if you bring it to the atention of the bots owner we may be able to improve its behavior for frequently asked questions about the bot and this warning ,1
116046,6c81c9e261726003, the page i am tired of this shit already,1
88583,ecf6c6d0acd1f87e, o one is vandalizing asholes so get it straight,1
124171,9827d37a4b5d49fa, this scotlands information neds to grow a penisfind a girl and sick his penis in her then there would be some action up on this website information and if ur a guy go try to suck ur penis and stop hiting on and up al the girls u se and and do jaminyahocom,1
151507,7e40d2ad4ef45b62, ,1
109471,498221d544bbe7bd,u guys are dushbags,1
127266,a89e3823c7bdf951,ops didnt request a new from dhcp anyway l do that now ,1
102784,2606f6565e720d82, ude seriously you are a fucking agot get a fucking life you ucking prick no on second thought unplug your mouse throw the cord over your fan and hang yourself your existense is flawed,1
124875,9c191bc8f684835e,stop pimping that shity gwen gale slut,1
26743,46e5bacdf43bf51a, rchivesyou have a mesage re your last change go fuckyourself,1
43729,74b9eed26fb95330, ou are a faget prey you get cancer and die a painful death,1
87524,ea202bc29f51243d, decline ,1
39712,6a0820c5a6621900, routed ou have ben trouted for uck you motherfucking son of a bitch,1
29791,4f1101d8b54e1da3,cunt hate your face ou are a fucking shit faced wanker,1
71327,bef0e56c6ff7e071, eople who are athiests wil go to he double hockey stick ave fun there with the d e m o n s ou hore,1
64122,ab9b7de9dcf309bf, is with this place nazi land gezus what everything has to be per reviewed o your own god damn research its fact this isnt speculation remove it again,1
118438,78cb47648a7ee635, vidently it is one rule for unfavorable acounts and another for bitches like atieh who can flout every rule and get away without a hint of a warning and al thanks to unfit admins el if thats the way it is uck you maljim atch cancer and die as son as posible,1
89504,ef68004aad301d7f, hich one ew rleans as you know is a crackhead infested s hit hole ful of losers a,1
1535,0420f5f4e950566b, emonte orton bastard stop deletin my shit u white trash cracker muthafucker uck u u racist bitch hope u die,1
134792,d0ef70fdb1a99e56,i hope they arent breaking up for god because that would suck there my favorite band ever,1
69322,b9758b9a5f379bf7, wrote that shit ages ago what are you a slaking fagot,1
154327,ac67b24afcdedafa, o fuck yourself and get a life kid,1
74356,c6eca8c6e8f8f217, dont mind merciles editing or redistribution its deletion by idiots that bothers me ont misunderstand me my earlier statement was no ultimatum wil discus my experiences on either way and in any case there is no going back now know that that powerinfatuated admins wil delete without discusion and dont care to try my luck our threat to show me the dor is ludicrous ou have no basis youre just being a dick ot that that would stop you hat do care dont benefit from my contributions f the royal you doesnt want my help you can go fuck yourselves iao ,1
44088,75bc07610e0279ab, reset my modem new so you can fuck of think may just pis you of for a bit you tol,1
101845,20fb75b852b7b542, h or econstructhis wil you stop this bulshit once and for al eave me edits tep of your damn pedestal and put your inflated ego aside for once you dumb jackas,1
111222,5302e5ea8863409c, ,1
1675,048e2bdc78a2dff1, hey fuck you who the fuck checks hnom am yr ildlife anctuary for vandalism et a fucking life you turd bag ,1
97289,08829627f2a556d2, ikipedia a phenomenon tied to racist cunts gh you disgust me and now so does ikipedia el done you win you just proved theres no point in editing this itlerphile circlejerk ews are comunists putinists ucking hel cant believe spent so much time talking to you respectfuly he rague roces which doesnt even exist is never going to work anyway so wil just let its inevitable failure play out in front of your pathetic eyes m going to have a shower to get rid of the filth covered myself in by sinking to your level on your playing field f anyone asks wil cite this page and tel them that yes the rumours are true he re ncyclopedia doesnt work and controversial articles on ikipedia are honeypots for racist cunts,1
70055,bb6a13b7d8fd5437, ts got nothing to do with my interpersonal skils its got a lot to do with two fuckheads troling my talk page and personaly atacking me hy dont you take your advice and fuck of and stop troling my talk page and harasing me you shit talking fuckin wanker and let me concentrate on editing articles rather than arguing with an anonymous peice of shit like you or the other fucking dickhead s that clear enough for you anonymous acontles fuckwit uck of and leave me along you stupid wanker ,1
3214,08ad8be453f902fc, just got a telegram in the mailit says wear to fuck your mom if you swear to tape it ,1
76702,cd6a2a47c6e05e94, our a fagot fuck eat my vagina juice,1
155411,bd70e08035ddd9aa, ,1
99022,11baac39ead000b4, f course its also posible that you are in fact a dick,1
89987,f0bf335ca4522653,the people of the hilipines are unbelievably stupid this is a shit hole,1
14111,253917a1b3dfc19c, ,1
10232,1b1263d141332d4c,u fucking cunt revert smosh movie now or il smosh your face in u prick,1
119769,8073630900c9f592, i ankstain uck of you ignorant cunt yeah evert this you arsewipe ,1
123268,9366180268e1ec93, ,1
16779,2c4115167abbf758, hris oure one to talk oure the dick strike through for al that vandalizes related articles ou might lok awfuly cute in a pirate hat but you do string searches for and eviscerate it like its al thats keping you alive,1
108321,43183658ac6e34b5, el yeah maybe he stole some jokes but dont we al mean everytime we hear a joke do we to say that joke was made by t seriously doesnt mater ow about the bil cosby ts about a guy whos a fotbal player the only similarity is the fucking punchline get over it you wikifags ,1
124782,9b9575eba53b25d6, eadline text eadline text eadline text ,1
92088,f631b93c06dc0d5c, uman beings are basicaly fuking idiots,1
30579,5133a6c4bd14dfee, his movie wil always suck no mater how much this article tries not to be bias wahahahahaha,1
9858,1a125d7f5d8e81d9, his is doing it right for personal atacks e htp enwikipediaorg wiki iger for more information,1
38393,6682e7043823f54b, top diting y ser age ou complete idiotic no god pieceofshit ou edited my userpage hat is page and can say what want on it ow change it back this before come to your page and do some serious editing ou said it was inapropriote like a baby would but it was okay ts not like was posting porn or something o put it back before your userpage its history become ,1
16006,2a3a48e6463ee509, ,1
133504,ca3219d436c61a54,fuck of seriously you toser have you nothing beter to do ,1
52881,8d58f163f94cb0f6, uck h yeah ou like it dont you can se your cock getin long wana suck it like a sucker til al the candy comes out receding unsigned coment aded by talk contribs ,1
80878,d8575e99a6446de6, ,1
28133,4a77b9c1e7d87797,i luv ,1
95177,fe7641601f83fcae,go cum on a dildo wankbag,1
97819,0b4a1dd8a81b17c4, rolop o and fuck the same cros you fucked up fagot nd while you ar eat it chop your dick of youhave no use for it,1
152552,8f1c03d4355389c0,s ,1
102086,22629e0eef81230d,deny who the fuck r u deny u litle fuckchop who the fuck r u dont send me mesages about shit that doesnt involve u u litle as eater my frend wants to scrap u cunt e our om ,1
116380,6e252115589b7935, i is it a part time job of yours to be on my as about every edit make to wiki nd please spare me that crap about being civil since you made this personal by singling me out on numerous ocasions hatever afiliation or interest you have in wiki is not nearly as serious as you make it out to be eriously get a new hoby ,1
71181,be890706c9ff2919,oh ,1
5303,0e211ef10ff1622f, nd why is screw you motherfucker a personal atack m not implying anything about am ,1
12174,203adfaf60a2ece2, ,1
126691,a59167c1115fe94f, ongrats for being a total fucking fagot,1
142315,f93159476e83a803, ou fucking guinea wop greasebal guido new york piece of shit o back to your bumfiled infested cespol of a state,1
124362,9944de1897da0c1d, e the inviting place with its friendly and fair administrators ready to give you an olde time wiki welcome e the how this admin fels about wikilov his admin a emocrat cyber thug bans me due to diferences in writing style amaliel uses this place as a sword for his own power drunk political agenda amaliel have absolutely no evidence to say m a sock of joehazleton other then he asinine duck test would cal the duck test an litmus test of any editor which edits on political bio f you dont folow the amaliels radical democrat ideology test you are then labeled a sock of oehazelton his is outrages an abuse of power and due proces as it shows wikipeidia unfit to to have any bios on it and would encourage any with a wiki bio to investigate their legal options and force wikipieida to removed their biography from this website ,1
68709,b7cb9d4eedcd766f, is me arse ike its convincing what you wrote ow about stick a stick up your fat ask,1
6170,107726c474021958, anker harles night is a complete arse wipe,1
114579,64d036f747e00970, elfhating ew think some of the curent text of this article may have ben stolen from the copyrighted u lux lan encyclopedia entry for niger lover ave a lok hy are you helping to promote hatespech on ikipedia ,1
13192,22eccbb3d4ecfad5, hat in the fuckwil someone please revert this o,1
49979,859d774c35ab8eab, lus you are al gay for questioning this bul get a life,1
43621,746eebc57015043c, uck my dick and swalow,1
32616,56cc17d3bb8007b1, ead the above numbskul would one of you vegetables please get a move on and block this aint leaving until this adres is blocked so hop to it please asholes,1
158196,ea3c90c397dea7de, isa iliams a medium o ofense intended but are you fucking insane hes a hustler psychopath a fraud ow can you believe this shit re you an merican ,1
16390,2b324568e82d54ae,hey hey fagot are you dead or are you watching your mom geting raped by islamic terorists ,1
68449,b7167381d6a9ebce,thanks for the coment ya wikipedia dickhead,1
19088,325bd6e5c128fee7, hat is fucking ridiculous til the other editor got not so much as a warning let alone a block wek hat a cunt you are and what a pathetic joke your so caled rules are am sure you expect people to actualy folow them even while you treat them as meaningles el its not hard to get a diferent adres ,1
113431,5e98a73ecce25fcd, rg is shit is not ,1
56154,960b0338a1847ba0,pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop pop,1
98898,1116a2b277886979, uck you uliancolton,1
83960,e0abd945f1163477,listen stupid wiki is basicaly stealing my stuf if you kep doign that and i am liable to sue if i wanted so either you get some one else from some where else to get you your info or you take my info they way i put it,1
53042,8dc25ca5fe40659e,epic fail odye bitches ,1
57874,9aef3f4fdd4de196, hanks to as aris rance to the place where anana epublic is located,1
151115,779a3066bb1bf2d7, uck you people are dumb acebok a public domain and the picture is not fucking copyrighted et that through your fucking thick skul,1
138089,e2f91b91a9a63949, ,1
93588,fa3d23c7489ebb3b,co ck penis international,1
77907,d09b4a2b701a04dd, ou horid litle shit ve ben monitoring your editing paterns like a true stalker and have noted that you made no edits betwen th and th une erhaps you might like to coment on the reasons behind this ,1
132092,c2dce591ec706689, ,1
104582,2f856875b396e7de, ith pleasure cunt and l leave you to finish yourself of mperatrix undi ,1
117976,76489d7c858ab715, h you might not me aware by my edits were not false or vandalism hey were factual edits made about the schol and as student would be aware of changes and you would not lease fix up the reverted edits as youre starting to pis me of with your bulshit,1
20064,3504cbd85d220371,wel do it then bitch as fagot,1
149152,57fab21e2b5a6edb,fuckof fuckof i dont want self promoting fagots shiting up wikipedia if theres a fucking ban on vanity pages for people there should be one on vanity pages for shity bands nobody wil ever care about,1
23985,3f5bb7c5ffc5307e, eah t was perfectly okay to go around spouting niger left and right until that darned impson trial ruined it for al of us ight ,1
147254,394ca0d86371924f, oncerning your coment about ro volution ocer it nulifies your whole argument due to the fact that its shit,1
141253,f3bee4fe6843c82d, orect that you havent wandered of corect that didnt know you were adresing he ink boes entire editing history in the one dif to his talk page and for cleaning house money mouth tephan chulz o way is this civility busines ever going to be anything but a double standard and a joke if aleus gets blocked for arse while admins can tel two editors to shut the fuck up and not an eyelash is bated an f were serious lets start where the problem starts admin abuse and double standards in enforcement of civility and personal atacks alk ,1
159312,fbf20e312cd4a78d, alter ercado ntonio quite frankly youre a fucker for comparing ercados sexuality to abe uths alcoholism ont asume everybody shares your bigoted backward views ,1
82566,dce03767306772b0, ,1
144109,07f6c36eac7dff22, hit ou blocked as your reason was because of you neding to learn not to be an idiot hat the fuck oure the idiot why dont you learn how to put a sentence together oure a cockblaster ,1
32972,57bd321f338e3341, e is from you idiotu guys hav no idea where the hel sabus from he was from michigan u stupidhe is from indiahe doesnt evn lok like an americanif u dont let me say hes from bombayul get blockd and shut up b its to late,1
143824,033124dddb5898ca, igus ickus low me enor rebie ews is the umber ne news chanel in merica aybe if you were an american you would know this lso dont think my user name is ofensive you moron o you even know who the fuck igus ickus is e is a very famous highranking oman centurion who was also best friends of ontius ilate the guy who had esus hrist crucified,1
115887,6ba8f650dba6ae0f, this is for you f you deleted that article you know which article m talking about them may you die you fukin bitch cocksusker,1
134289,ce1913b45a5bc115, ,1
70297,bc13a27d27894bd4, uitcivil is a litle bitch he is a bandwagon barcelona fan who neds to be put in his place fuck that faget,1
80228,d6a623c10a9391c9,sory my jerk of friend was on here while i had to go out for a sec then he was on my laptop sory for what damage he did,1
74282,c6b33e3e8c5354c2, ho cares avout celebrities most guys and some girls want tits ourmom,1
146337,2abdd566fbe07f4b, ry to your pathetic stupid family you fucking bastard wil do my utmost to have your acount indefinitely baned you fucking fajita,1
53223,8e48ac7102e7d9bd, ay what itch are you for real otherfucker comes up and removes my motherfucking coments on of a bitch son thats not right at al uck thats not even right in uba omeone neds to learn their as some motherfucking restraint and comon sense itchas nigas cant be coming around removing peoples opinions and shit thats the motherfucking gestapos job f motherfuckers think this the way to do things right than you motherfuckers ned to step of and learn some shit cause the way the to do shit right aint erasing the fucking words ou motherfucking crazy son ou wearing blacked glases just tel you youre being the motherfucking thought police and you kep motherfucking doing it hit thats not right aybe your bitchas neds to chil the fuck out some time hrist on crutches its fucking words kid they aint fucking hurting you ou fucking bleding son didnt fucking think so,1
40285,6b7fb1101e46a86e, nother abusive administrator hanks for that uck you to olfkeper alk ,1
126940,a6e834dfb913a3af, hate you cant belive you ou are about the ges in yst xile uch total scum veryting about you is stupid ou stupidly think there are such yst ges as materia or dana or arayan but know eorlemin onditios or nd that you never explore eleshahn nanin is not the hub age here are to many things wrong about this ashole to name e is lowclas scum am way richer then this ashole welfare bum am way more educated then you are to athetic lay some yst and se that you are ,1
123046,923ac3629b33a38e, ou should unblock me cause have a twelve inch penis f you dont unblock me wil use it in your as chiro,1
136092,d7dfd06388dafe24,hey budy ,1
91563,f4d792dbfedb1a0c, ou umb z iberals hink its encyclopedicworthy to aren with findings of arenselected focus group of can barely type this m laughing my z of so much at how you are to your own biases and what a youve made of iki god idea whose time has ben by you aged anal retentives that think you found your unker il here at ikipedia ,1
95107,fe437dedbb51f3e9, ow am not blocked by now here were serval vandalism investigations sock pupeting investigations and arsen investigations is my name cleared on he list of otential ock upets cause know m on that list an you suck my dick ,1
14266,25ab2f7426553f04, spent minutes working on a blurb on the haos movie page used links to back up the information and than you removed every fucking word that wrote urn in hel,1
126973,a70e79f99189dda5, had a god one up there until some dipshit decided to change back to this joke theyd cal a mosaic acific arior,1
148212,48bb9db3f25ce277, ay o emember hate that band but dude how was vandalizing it by puting asycore hats what they are a mixture of op unk and etalcore ou told me vandalized the article when al did was put what it actualy is ust because you dont think its a genre doesnt mean it isnt one ont be a dick ,1
157428,ddf6dc5cf6931f48, k itch i swear to od i wil fuckin beat your face now itz n and popin i swear i noe blods crips and al dem nigaz start wit me again ya dumbas bitch i swear i wil beat ur mutha fuckin brain in ight bitch get ba to ur hoked on phonics,1
100776,1b5993f6e24ba954, his is so stupid here are planets damn it,1
138275,e3e781b553958b5b, madeus sings that madeus song m a jackas m a jackas m a jackas m a jackas m a jackas m a jackas m a jackas m a jackas m a jackas h oh oh oh m a jackas ,1
72962,c3346ddf3e18bc4e, oly hit ude oly hit ude o you do nothing but sit on wikipedia l you sem to do is use a very gay sounding software caled ugle and revert edits in the blink of an eye hat sucks,1
98691,0ff6d8b8d5ee9c64, ensorship hy is this article constantly being censored by ionist hawks snt this suposed to be an evenhanded analysis hony propagandists like ayjg espouse their bulshit views which are contrary to the views of the international comunity via the uman ights roups etc etc are ruining ikipedia and turning it into another arm of the srael loby ny criticism is demed a conspiracy theory ou are ruining everything this site is suposed to stand for ucking azis,1
62158,a649d87440e021db,y u sto a train ou have failed me for the last time eriously is ikipedia that stupid that they dont know people cant reset their router modem and get a ealy as son as you ban al the acounts ve made and suspend this l do what always do arth ader owns you and it sems you like to hump lex ones cock hrmity herm herm you fucking going to be exectued in the edarated u,1
35407,5e8f520b9af4897c,get a life you stupid wikipedia nerd seriosly who deletes peoples stuf al day,1
71398,bf20893fb08e02ce,and you are a motherfucking asholesuck your dickyou dirty son of a whore,1
44921,7813126e7c2edd29, ,1
40682,6c9279717c622ec3, orlitz top screwing with me on the my you friging azi or l report you to the iki oard oto el you hypocrital ,1
38015,657a9ffab9d2bb35, hats tryker stuf rety fucking crazy huh ,1
125295,9e3181d259aedf51, ap key is bulshit he map keying is wrong compare with htp frwikipediaorg wiki omunesdu uxembourg,1
50235,86485e141c9599e5, hut up fucked your moms pusy god,1
57158,98d83ca398a43510, o uck yourself ikipedia is a scar on society agot,1
101996,21d646eb126a355f, ck ou hut the fuck up you whiney as litle bitch l do al the shit want and you can go fuck yourself you jive as turkey fucking cunt,1
157527,dfb12d56a9974bc5, h you scared me am so much terified by your threats bastard,1
63772,aaa229fd1566786b, ow go suck a niger dick,1
36616,61d69f7253717359, ou are a stupid cunt bitch,1
103757,2b16e6c184b7b060, esus can suck my bals,1
154218,aa59ddd1dc943160, oure a complete moron for claiming such comparison made is pointles and unsourced merely expanded on a comparison made on the diamond page and importing the graph from that page f you are a consistent anal retentive then you should also remove that comparison as wel ut we both know youre a fol urthermore the comparison made betwen graphite and diamond is made in geology clases around the world hy do you fel that your ignorance is a merit for judgment ,1
154391,ad4079b703b3d6a8, ehinderte usen eaning etarded usians most comonly used in witzerland erived from the stereotype that krainians are similar to usians but mentaly retarded and facialy similar to those aflicted with owns yndrome ,1
100178,184a130742b1ded4,fuck you fuck misterwiki you fuck misterwiki you fuck misterwiki you fuck misterwiki you fuck misterwiki you fuck misterwiki you fuck misterwiki you fuck misterwiki you fuck misterwiki you fuck misterwiki you fuck misterwiki you fuck misterwiki you fuck misterwiki you fuck misterwiki you fuck misterwiki you fuck misterwiki you fuck misterwiki you fuck misterwiki you fuck misterwiki you fuck misterwiki you fuck misterwiki you fuck misterwiki you fuck misterwiki you fuck misterwiki you fuck misterwiki you fuck misterwiki you fuck misterwiki you fuck misterwiki you fuck misterwiki you fuck misterwiki you fuck misterwiki you fuck misterwiki you fuck misterwiki you fuck misterwiki you fuck misterwiki you fuck misterwiki you fuck misterwiki ser ister ikis ister ikis,1
86279,e6c6d2b8211c4049, ogo giving blowjobs on demand,1
96674,05127820759a1145, his is as stupid as it gets tupid bot wonder wil it delete this whole article uck uck uck uck uck uck uck uck uck because its obscene,1
107589,3f29d749e2a7629c, ury and ban me or protect this page you homo bitches,1
138129,e328835d134a3b01,fuck of i do what i want,1
56547,970b82346359be2a, hut up can do what the fuck want uly ,1
74019,c60baaf26914d498, h and you suck dick,1
26559,46623989b35e0288, does this disrupt shit eriously you guys take shit to seriously losers,1
106230,38553a026cc3599f, econd level warning my arse you merican cunt,1
31925,54ce1d82ea323820, d like a word with you ust what the do you think you are playing at ,1
68950,b87dbde9a18b4919, ser ilburnwho is a picture deletor vandal,1
134637,d00d3d31e44344a1, m sory am sory that was an as to you on this site ory for vandalizing your pages and making death threats just do not like ure os t was quite rude of me wil not do it again hanks for your time and please do not se this apology as vandalism,1
109461,4973127e15435e24,heres your fucking citation htps mobiletwitercom status ucking hapy ,1
111040,520e639a75b64dd3, do or rather edited articles without an acount for quite a while y remarks were precisely as antagonizing as their remarks he only diference is that dont fel like a perpetual victim simply because have a cunt ust put out a sign saying you want radical feminists and that normal noneurotic women ned not aply ,1
28623,4bca1d1ad5c48f7e,gian snowman sucks wilies,1
57518,99d812e2964551b4, hats up my niger romoting yourself on ikipedia is a bad idea ou should probably go somewhere else aybe you could post some handrawn posters in your gheto ,1
50467,86f16a428a0d1e23, his user would love to suck the penis of esus and to lick filthy bals son of a whore,1
34962,5d60f1d536decac3, hat may be apaling but whats realy apaling is that we could lose ric orbet based entirely on olys thin skin f someone acts like a cunt ric has every right to cal them one,1
92581,f797320cd347f535, ,1
138308,e40d368e676aab57, astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered ou astered astered,1
442,01208d2b76624130, i m a fucking bitch ,1
152772,926a65c24209d14b, im opter henanigans iya originaly folowed this controversy in amer my god back when printed magazines were worth a shit so of the top of m yhead didnt have any sites remember there being a few eocities webpages on im opter but by the time had graphical internet circa it was already considered an old schol game ne page found while gogling that mentions the controversy is htp wlangstoncom un eople html another is htp listsamuraicom pipermail bryanslist ecember html aparently the programer who inserted this easter eg was fired o figure and here we have people trying to push the view that the linton years were al about tolerance hat a load before go of on a political tangent check out those sites and l try to find some actual im opter sites at some point though get the feling this wil be a fruitles endeavor ,1
8183,15c300100373ffc9, hat the fuck am indignant pised embarased and humiliated alk ontributions ,1
12694,21aa34b13bea6b38, y penis is inch long wil give you satisfaction,1
140533,f0101438772d5ea5, ey you can suck on my sack for protecting,1
141083,f2e7776fa266aaeb,sily litle boy my as,1
157179,da0b1337eb74f190, uck of this is none of your concern its betwen me and uck,1
62375,a6eaed158a5336de, ,1
67547,b4c2c8ce3605318e, hankyou for blocking me you litle shit he block has now expired and intend to get straight back to work to make up for lost time et the troling and harasment comence ,1
122253,8df845f9a72ea420, ts my flipen opinion anyways and how about get a life intead of reporting peoplego get laid you stupid gay virgin,1
121314,89158319f89395d0, ,1
153063,96dbb22af12ebd96,why are my coments being removed this is page kep doing it bitches and il report your ases,1
34277,5b8091e6eee5de87, nglish exactly why you shouldnt be comenting on s and ge wiz this is why the nglish wiki is so shit,1
19117,326f2b7604034d4d, am a stupid bitch for blocking this user but thats just what bitches like me do,1
99580,14ba8eb06f369ab0, m a fucking cunt rag and enjoy the taste of a nice warm pile of shit every morning have a huge stick up my as so thats why i am blocking you for ten days because i am sad that you actualy have a life god im a fucking spare,1
61922,a5b5f2bcab47318e, adalize hat did vandalize you fol ya admin are lyke ush alwayz keping us igers down now tel me what did so can try ta get your admin removed,1
105316,3373ba88c6e18880, ,1
142212,f8b05b9ae771fb50, re al profesors of rhetoric pompous selfcentered asholes r is it just you ,1
159053,f7be51022c3e60bf, ow rude eriously y silypepymacsped page was necesary and dont fucking apreciate you flaging it et me face to face in etroit and wel setle this out ome on homeboy come fite me m a real gangster i bet ur trap cat,1
82838,dda2fc4a1475fae1, top fucking doing this you retarded kids youre going to ruin it for everyone on the kfar,1
109218,48187b22c4af0a30, o ahead you sad litle ashole,1
48783,82713a497d3a562d, ey man you should realy get a life ou sit on your lazy as al day you dont have a real job get a fucking hoby besides acting like a damn hero everytime you take away someones humorous edit lock me if it makes you fel any beter but dont give a shit and a half,1
62913,a849d64afe1073f5, ey deleting my page bich ou must realy be an with no ckin life deleting a perfectly fine article over several times et a life fagt and stop troling on ikipedia mean seriously is ikipedia your life ,1
79541,d4d0b3b793ea2207, oman atholics im not acusing you but i think youre a fenian ou are ugly and probably the seventh born in a family ou have probably ben molested at some point by a priest ou disgust me ,1
119170,7d14fe3f1b10a28b, azi ermany and real ermany are identical you ucking re ard ou are a azi apologist o die in a fire ,1
158878,f5379a104a9276a2, m maybe you should block proxies permanetly you godam mother fucking dick sucking bitches licked your mothers cunt lastyourhouse came al on your stuf fucking fags am y o,1
57875,9aef4e82d5c85fc3, uck u gogo dogo and cluebot,1
56841,97ebd0060e8f188c,hey dickhole im gona fuck you up asface so fuck of shitfucker me,1
112921,5c012404ec57c560,his is a weast of time so fuck yal,1
10558,1bda6556be53dc55,oi ya fag stop deleting me post ya gay boi,1
