,id,comment_text,severe_toxic
152175,88f7ffee89d00b89,stalking you litle shit you ned to stop folowing me around wikipedia and deleting every fuckin thing i write,1
116927,7105d60ff5f56abc,fuck you fuck you deletionist ,1
47227,7e263c2c6f22a131,recomended deletion since lack of noteworthines since no one caries much les watches this piece of shit chanel can we pretend like it never existed in pusy liberal land by deleting this fagot page thanks go fuck yourselves with your micropenises pusies ,1
16098,2a7c8f25d62049ac,up hes a fraud a fucking fraud ,1
86809,e8315e350ec18809, is something wrong with you you fucking freak why don t you fuck of do the world a favor and kil yourself you disgusting piece of shit fuck of and stop making trouble ,1
15977,2a2805dc384e9b60,also i ohnoitsjamie am a homosexual who likes but sex ,1
76184,cbeeca0dd8d32c1a,nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit nice work removing edits fagot as piece of shit ni,1
61417,a4639aba136b6499,hey ashole dont you have any thing beter to do like geting laid or jacking of to some mily fakes ,1
29445,4e17edc5e38b8335,if you don t let me post i wil fuck you up,1
65500,af346c6830112804,do so al mexicans and black people are shit heads and im in the k fuck heads ,1
17452,2e0f60bf77130180,shit george you re a bitch go to hel ,1
38997,6803afa9a0e0089b,fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as fuck of you as ,1
27887,49cfe7691eb59201,you arogant administrator homosexual bastards fuck of,1
138714,e62f588c0c7cb494,mother fucking cunt bitch,1
5275,0e08d36291f714d0,yeah loking thorough history and stuf get a life you sad litle man get of your arse a get a life find beter things to do than governing things on wikipedia i bet uou like the smel of your own shit i bet you gargle your own pis i bet you like to wank of to kidy porn you sado you fucking sado fuck of and die,1
139166,e8d15bd3fac50b6a, wrote february why you protected that page fuck you you are a fucking idiot you wrote that stupid coment you know nothing you can t protect that page forever the u s and argentina sucks htp en wikipedia org w index php title user talk vsmith oldid vsmith and oneuropeanheart and pabloflores are al fukcing idiots htp en wikipedia org w index php title talk huemul project oldid vsmith and oneuropeanheart and pabloflores are al fukcing idiots htp en wikipedia org w index php title talk comisi ada at oldid vsmith and oneuropeanheart and pabloflores are al fukcing idiots htp en wikipedia org w index php title instituto balseiro oldid etc ,1
77205,cec9591c02452d57,yo fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck,1
17437,2e039ede1cdd268c,mark asten is a pusy pusy pusy pusy pusy pusy pusy loser loser loser fucker fucker fucker hoker hoker hoker son of a bitch son of a bitch son of a bitchwelcome,1
56063,95d211c0f481df03,ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hahahahah ya bitch ya ah hah,1
110454,4ef0bb27d795ee82, dude your a dick ,1
17984,2f7e27257d30212f,i wana fuck you fuck u fuck u fuck u,1
71992,c0bfbfe91addcc55,my mom sucks niger dick,1
129630,b567469c10620312,fuck you fuck you fuck youa,1
92744,f7fc7a81568b1810,that whoever deletes shit from wikipedia had a smal dick and is a loser which mother is a whore ,1
36995,62cb30d8c6fc73aa,fuck al u weak as nigaz,1
146074,269ca53d1a88c1f6, why did vladimir putin kil them al shut up you fucking criminal kgb ashole we just know putin did it in film die hard they showed how easy it is to fol an airplane to land but why kil them al who profited from this except nazi rusia and former kgb agent putin theres is no fre pres in rusia european union said this journalists are kiled if they criticize putin in rusia putin is stalins comeback its a comon fact that putin hated some in the polish delegation but why kil al fucking animal putin is just as psychotic and insane as josef stalin oh wel i gues its the old kil them al just to make sure pigs from finland with hate ,1
114672,654bcb5a83d57499,what realy hapened at augusta high schol after chris wods death what the f ck is that sh t i m dying in this country f cked up town bugs flying in my mouth i can t se polen let s get the f ck out of this country f cked up sh t ,1
129827,b67b41e7d8acc29f,this bitch is a cunt ,1
72951,c32f955966ce7113,fuck you how about you fuck of you fucking gay cunt and stop fidling with animals its just plain wrong ,1
86685,e7d375c38b8547dc,fucking bastard you son of a bitch ashole motherfucker go fuck ur mothers cunt trade ur wife sister,1
120214,82efbe2703e44ac0,fuck of ,1
125148,9d5da0133230757c,why don t you just blow it out of you as you dirtbal of aswipe ,1
91327,f43c3e88bca2f32c,eat a dick is an apt insult not an atack a dos would be an atack knifing the bitch would be an atack teling her to eat a dick is what she deserves if she is gona go around harasing people ,1
128631,aff6aec8ee4893be,your two as and my single penis how about thresome ,1
89999,f0c639a4527505af,stupid fucking volcano,1
125479,9f33333f20dd382a,shut the fuck up bitch u dont know me so i sugest u kep ur fuckin mouth shut and mind ur own busines u damn nerd ,1
19179,32a6bdbfc270ebc1,u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck u suck ,1
62986,a886e86d4b91248f,shut the fuck up shut the fuck up shut the fuck up shut the fuck up shut the fuck up shut the fuck up shut the fuck up shut the fuck up shut the fuck up shut the fuck up shut the fuck up shut the fuck up shut the fuck up shut the fuck up shut the fuck up shut the fuck up shut the fuck up shut the fuck up shut the fuck up shut the fuck up shut the fuck up shut the fuck up shut the fuck up shut the fuck up shut the fuck up shut the fuck up shut the fuck up shut the fuck up shut the fuck up shut the fuck up shut the fuck up v shut the fuck up shut the fuck up shut the fuck up shut the fuck up shut the fuck up shut the fuck up shut the fuck up shut the fuck up shut the fuck up shut the fuck up shut the fuck up shut the fuck up shut the fuck up shut the fuck up shut the fuck up shut the fuck up shut the fuck up shut the fuck up shut the fuck up shut the fuck up shut the fuck up shut the fuck up shut the fuck up shut the fuck up shut the fuck up shut the fuck up shut the fuck up shut the fuck up shut the fuck up shut the fuck up shut the fuck up shut the fuck up shut the fuck up shut the fuck up shut the fuck up shut the fuck up shut the fuck up shut the fuck up shut the fuck up shut the fuck up shut the fuck up shut the fuck up shut the fuck up shut the fuck up shut the fuck up shut the fuck up shut the fuck up shut the fuck up shut the fuck up shut the fuck up shut the fuck up shut the fuck up shut the fuck up shut the fuck up shut the fuck up ,1
132500,c4e9c0d8cd26024d,mother fucking inbred pieces of shit,1
67983,b5e2bc869375f1b6,hey dickbreath ur retarded,1
57922,9b196b2e97dcb8d3,that s becasue you are an ashole and a cunt you fucking ashole your whimsical reverts to my legitimate aditions are biased in nature so go fuck yourself and your pathetic existence ,1
144630,1001b778c7ce9945,you re a fucking idiot ,1
69253,b94af8ad815517a1,suck my cunt suck my cunt you fucker ,1
148551,4e875d3dcff0d329, u are a fucking wanker there was no fucken pakistan or idependent state of pakistan before infact most of the pakistanis are real indians of the muslim faith which were conerted by the arabs i hate you people that atempt to leach of indias majestic history before you pakistanis cant get your own fod own laguage urdu is at least hindi own identity and own land india has given so much land to you to avoid conflict ad now you want to take away our ancient civilisations i have had enough indus valey was indian land ocupied by indian people god gave india to the indians not the pakistanis remember pakistan is indian land so is kashmir and jamu ,1
31505,53aaa6e86ea1a4be,fuck you fuck you bitch il show ur game guide ,1
117919,75f8304970341ac2,block me then you cocksucker clever people don t give a fuck about editing wikikpedia just because wikipedia has turned you into its bitch you can t se that being blocked is not a punishment if it hapened to you it would be a blesing but you l never se how much time and life you ve completely wasted because your brain is mush fuckin wretch,1
106017,372f2e5d352b93ce,piece of shit fuck your warning and fuck your mum and g i didn t sign this so u cant ban me as u don t know who wrote this slopy as cunt fuck your warning and fuck your mum and g i didn t sign this so u cant ban me as u don t know who wrote this slopy as cunt fuck your warning and fuck your mum and g i didn t sign this so u cant ban me as u don t know who wrote this slopy as cunt fuck your warning and fuck your mum and g i didn t sign this so u cant ban me as u don t know who wrote this slopy as cunt fuck your warning and fuck your mum and g i didn t sign this so u cant ban me as u don t know who wrote this slopy as cunt fuck your warning and fuck your mum and g i didn t sign this so u cant ban me as u don t know who wrote this slopy as cunt fuck your warning and fuck your mum and g i didn t sign this so u cant ban me as u don t know who wrote this slopy as cunt fuck your warning and fuck your mum and g i didn t sign this so u cant ban me as u don t know who wrote this slopy as cunt fuck your warning and fuck your mum and g i didn t sign this so u cant ban me as u don t know who wrote this slopy as cunt fuck your warning and fuck your mum and g i didn t sign this so u cant ban me as u don t know who wrote this slopy as cunt fuck your warning and fuck your mum and g i didn t sign this so u cant ban me as u don t know who wrote this slopy as cunt fuck your warning and fuck your mum and g i didn t sign this so u cant ban me as u don t know who wrote this slopy as cunt fuck your warning and fuck your mum and g i didn t sign this so u cant ban me as u don t know who wrote this slopy as cunt fuck your warning and fuck your mum and g i didn t sign this so u cant ban me as u don t know who wrote this slopy as cunt fuck your warning and fuck your mum and g i didn t sign this so u cant ban me as u don t know who wrote this slopy as cunt fuck your warning and fuck your mum and g i didn t sign this so u cant ban me as u don t know who wrote this slopy as cunt fuck your warning and fuck your mum and g i didn t sign this so u cant ban me as u don t know who wrote this slopy as cunt fuck your warning and fuck your mum and g i didn t sign this so u cant ban me as u don t know who wrote this slopy as cunt fuck your warning and fuck your mum and g i didn t sign this so u cant ban me as u don t know who wrote this slopy as cunt fuck your warning and fuck your mum and g i didn t sign this so u cant ban me as u don t know who wrote this slopy as cunt fuck your warning and fuck your mum and g i didn t sign this so u cant ban me as u don t know who wrote this slopy as cunt fuck your warning and fuck your mum and g i didn t sign this so u cant ban me as u don t know who wrote this slopy as cunt fuck your warning and fuck your mum and g i didn t sign this so u cant ban me as u don t know who wrote this slopy as cunt fuck your warning and fuck your mum and g i didn t sign this so u cant ban me as u don t know who wrote this slopy as cunt,1
30409,50b22bfd90f78912,by the way i am a fuckin fag fuck u,1
69165,b912ae4fa4bf5164,why helo mr fucking jackas cunt remember me i wasnt gone suck my fucking cock ,1
68949,b87c7e85a3fb2603,everybody fuck of why doesn t everybody just fuck of and leave this page alone it was perfectly fine before people started fucking with it and removing shit and no it does not sound like a promotional article fuck of ,1
73925,c5c62a78991b4337,aw mah gawd loik dis movy gets me so moist loik i cud fuk dat caspa cause hes a realy nice guy but dat tely ew never never hehe never hed just have to rape moi sexy bod bring it on aw mah gawd al da sexy niger gs and studs struten around loken sex gets me so moist like i am a devout croatian catholic and loik aw mah gawd i just cumd al ova da computa chair stinky croatian devout catholic pusy beige colord cum creamin outa my pusy al ova da computa chair aw mah gawd im gagin it loik homie g nigr cock raping me like aw mah gawd im drolen stikin mouse up mah pusy ,1
22461,3b4b9d05ac30435c,go fuck yourself your pathetic censorship dictator wanabe,1
77139,ce9204582479520c,eat shit you fucking arse raping jew fucking arab i l kil you ,1
147220,38cd26dc19b19b48,holy shit shut the f up you motherf c ,1
139145,e8b043b74dc9c4a7, deflem said fuck you wikipedia ,1
144980,158b869dbfdafe60,don t post on my profile page you fucking cunt talk ,1
57215,98fa937f5f8acde2,dont fuck with wikipedia admins you filthy jew tlk cntrbtns ,1
81352,d99a8dc9ab0c7e32,just be quiet who the fuck are you to tel me what to do i wil post what i want where i want and if you don t like it you can get cancer and die ,1
155064,b84d27dbfe394b55,who was that jerk who blocked me why some asholes have authority to block the others either you pseudo grandmaster of azeri origin make your own corections about antient city of shusha founded by panah khan in century or i wil kep vandalizing your stupid article and then write a special leter to wikipedia acusing you of spreading azeri propaganda in wikipedia i wana know the name of those asholes who tried to block me fucking idiots ,1
76607,cd1c4eff72e1a56c,you smel of pig shit ,1
36217,60c187bbb8781efc,fuck you bitch niger slut as fuck whore,1
137153,ddd12fdf77d62f56,i am going to shot you in the head and laugh as your brains splater onto the ground i am going to shot you in the head and laugh as your brains splater onto the ground ,1
