,id,comment_text,insult
148079,46767a6c9d349a00, ou changed it back idiot did leave my reasons in the discusion page in case you have not read it ew exico campaign is completely wrong ot alof the batleis in this campaign ocured in ew exico ou changed that back but you did not bother changing back the campaignbox or the several other articles conected to it wil be changing it back,1
37322,63a23383fc7e2470, ont hreaten e ou are in of several wikipedia rules ou litle ,1
109186,47e79dce09f476cd, diotic ad ase oure an ugly dumb slut and perhaps you should do something more constructive rather than being a stupid whore on wikipedia constantly deleting peoples valuable contributions on the grouds of your bulshit wikipedia guidelines maybe you should stop to think that even though they may not have what you consider reliable sources they stil want to share their valuable knowledge theyve gained from their personal research and experience on wikipedia in order to improve some of the bogus information that has ben misinterpreted misconcieved however stil managed to be aproved just because it was sourced ou chose to refer to this as vandalism i cal it valuable primary contributions youre an extremely selfcentered obtuse loser you should get a life,1
157030,d733b019d856d1c1, diot our revert of my edits to histleblower shows that you did not lok at them at al in fact removed nonsense that was to be removed anyway by another user several days later o not presume that am a vandal un ,1
113546,5f309ecde0c4bd56, ear etard here are of references to the main crok who is iliam ranklin ermender have heard leargear has hired admins and that is why no truth is alowed t sure apears that way based on this level of censorship while the public gets screwed openly by a criminal,1
18249,302f34ef7ca966e6, m sory mised the whole personal atack told this loser to get a life which is god advice because he neds one et your shit together,1
50027,85b5419b8c66366b,you are ignorant and a liar im impresed noclador can at least set you straight on this uterly out of control erman mentality,1
116815,7071a7a118813da2, hat the fuck r a dick urv never even ben helensvile ya momas boi,1
88484,ecb372d586fdc43e, hey dude you sucked your dogs cock or your dog sucked yours receding unsigned coment aded by ,1
15520,28f5b71dba73c938, ou suck ashole ou suck ashole ou suck ashole ou suck ashole ou suck ashole ou suck ashole ou suck ashole ou suck ashole ou suck ashole ou suck ashole ou suck as ou suck ashole you suck my dick ou think your so god at everything but you suck mean was loking through chmeaters history and went on the deletion page think he should make a page on tieins oh and m loking forward to geting blocked think youl like that ou suck ashole ou suck ashole ou suck ashole ou suck ashole ou suck ashole ou suck ashole ou suck ashole ou suck ashole ou suck ashole ou suck ashole ou suck as you suck an ashole you suck my dick hate you so ou suck ashole ou suck ashole ou suck ashole ou suck ashole ou suck ashole ou suck ashole ou suck ashole ou suck ashole ou suck ashole ou suck as you suck an ashole you suck my dick ou can block me even though its my first day here,1
114940,66a19d4bf8be79ea, n other words pis of bhotch you homo,1
14450,262ba9c6a945af15, anibal oure a bastard ro sad he rebels lepo entral rison have ben completely sads like youre a bastard any men like to have sex with your mother mother sad oure a genital fit any men wil serve your mother every day and every day it eats genital ut you and your bastard sad and parents o vhy can not eat f course understand that when you and your parents bastard to eat not eat edge sugest that parents make you eat my wedge n the hope that residents wil separate your head from your body,1
88359,ec60b99eee476199, h and btw kids if you have nothing beter to do then play wiki wars asure you are scum of the earth e wil deal with al of you our time is coming,1
118364,786db345e6c03593, ey fagot ou kep reverting my changes to pages dont like it m ading legit info heck yourself ashole,1
42975,7299c1ab7e23728e, do not care if you block me for stating a known fact a racist pig wil remain so even if he caled so or not o harami ke piley bar bar chezen delte kar de rahe hain unko block karo suar ki aulad nd can se that there is a particular propaganda that is being promoted on the said page why else would they delete the names of the giver of the are rishna ovement wami rabhupada ranscendental editation aharshi ahesh ogi ntegral yoga ri urobindo riya oga aramahansa ogananda of utobiography of a ogi fame and edanta wami ivekananda who al were ayastha by birth,1
115396,69161cfd03dfa96d, you fucking dicksukers,1
83307,dee2618dabe0a116, uck you and your sandbox ake your sandbox and stick it up your ashole,1
121062,87aea74d1caaee06, uck you you bitch as ho,1
44328,765f9e77d30a37a9, ou are such a dickwad he did it we al watched on its on fucking youtube he problem se here is that she is giving you blow jobs,1
50411,86c96171171b9f37, et a fuckin job dude ost al these uped before you litle trols starting bitching about pointles rationale barely edit shit anymore cuz of you fagots so block me and make your point o you not realize this is the most pointles shit in human history ou cant have album covers on here unles you type oh this is fair use because blah blah blah go asphyxiate on a cock ,1
4337,0b879d3e0dbce593,pervert ps karl swithwnbank wrothe this not litledan,1
116806,70649e211ba18744, uricane atrina ,1
98822,10a8fa3e6b710eda, ogo odo is a rogue admin that has sex with his father,1
132411,c4859f9bda39fbcd, ude hy do you fucking delete my shit when didnt fucking do anything to you retard,1
144760,11f276328553138d, hate this site ut you know l do everything in my power to make sure each and every one of you fucking nerds pays hope you al burn in fucking hel you bastards o fuck yourselves,1
156281,cbf15690ce601817, raud is not an opinion ts something thats true by definition idiot ,1
111483,54658c671f298b8c,you bunch of ashats pushing your agenda instead of being neutrel,1
147398,3bc79ab5848d7d9d, howed nother homo bites the dust,1
96427,03b8698c5d3a31bb, ues hat your retarded,1
73597,c4eb8a57ecdfacf4,fuck this this is bul shit and it does not even say where shit comes from your fucking as,1
19590,33bb5331f9a6b46d, hate you and your midget wenie and everything about your face ome at me bro,1
120134,827b009301a63e2c, ritish people or ritons are inhabitants of reat ritain or citizens of the nited ingdom dont think this is about an ethnicity race obs aha yous a complete fuckin moron,1
60098,a0d6bcb2385d4f0d,fuck head limey vandal,1
88428,ec8f21f94676772c, ey erk ou ned to read the editnotice wel did stupid ou dont have to be a jerk about it loser ,1
13185,22e987a4e16fa610, roper unt ot my fault you are a sily cunt god made you that way,1
111348,53c3c337efbacf9f,uh i wana fuck you hard on the sink,1
155297,bbb6587c05e02589, ,1
156679,d20cee25dd73ee85,sexy time with old sagy grandmas,1
4492,0bf34f1eab4673f9,you are sick bastard and hope get your leson son,1
140249,ee656bf9963aa9f5, yo fuck you amigo just setlin a score with a fagot you bean picker ,1
77852,d07a1dde8a8d0c47, thiesm templates and istory hanks for your alert dont know where picked up the cite phantomtag but it sems to folow me around like a pathetic pupy loking for a home nd yes istorys a bud e also wrote the od bles you statement in my user talk ironicaly given the motivation for your talk visitation he only thing that pains me more than seing fuck speled without the c is when people cant grasp there their theyre and to to two ,1
147167,380d9cd3ccca0e03, ould ou e a iger ick if you ried locking pages dude ude its ikipedia not ncyclopedia ritanica ere you this much fun in high schol to iling the buz of some ampa fans trying to have fun with our new coachs page h wait youre an agles fan nevermind bet youre as fat as ndy eid to,1
28408,4b36958455ab7bee, wowjust wow james delenoy u are a clas fagot i could pwn u in a coma i dont give a fuck if u block this acount cuz we are a freight train from hel and we wil make more and come at u with the ferocity of a mama bear the entire waltmanist comunity,1
62483,a73328e2f2b4ef97, hanks an idiotic deletion by an insuferable editor ed en of om ieberman is very notable in his field must do some more work on legal bios sometime we should have so many more of them on wikipedia f the coverage isnt terific imagine what law and lawyers for many others countries is like ,1
87562,ea372b8308012185, top with the garbage l say irelevant as much as want uit provoking people ts stupid and just ignore you,1
103217,285166f31bd242c9, spx ou should join that autistic ope in ome and go fuck yourselves with in until al your magot brains turn into soup,1
58700,9d354251ab6682ee, alvio ,1
153358,9bba92ce8ff3a615, our blatantly ay ate he eople ho eclined y nblocking and claiming is vandelism is homophobic ,1
9520,193b7aaa061d6d4a, our user page indicates youre a leftwing liberalist bastard hy is in ikipedia so much leftwing scum ,1
117023,716cf136c2008b86, uck c hes a fagot and he neds to get a fucking life fagot,1
429,01166f26ee280e56, ay he existence of is further prof that is a sad twat e is also very ugly and has a wily for a face,1
4712,0c7c341727488579,do go fuck of bastard o you ave a life go fuck of bastard and yank your cock through your as hate you and hope you go away forever lame is you fuck your mom die die die and al that crap this is for mahy mahonerz as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as as,1
156792,d3a0f800f19044bb, anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad anibal oure a bastard ro sad,1
98693,0ff787bf5db53205, rendan odgers sugest that you go fuck yourself,1
66594,b238931dd603efb7, t u are a fucking wanker here was no fucken pakistan or idependent state of pakistan before infact most of the pakistanis are real indians of the muslim faith which were conerted by the arabs hate you people that atempt to lech of indias majestic history before you pakistanis cant get your own fod own laguage urdu is at least hindi own identity and own land ndia has given so much land to you to avoid conflict ad now you want to take away our ancient civilisations have had enough ndus aley was indian land ocupied by indian people g ,1
151402,7c7d5fd71deb63b2, he arogant dlckhead is retired he and some of the other prlcks of admins on here are only dirty dlickheads who have nothing beter to do than ban people for no reason so lets give them a real reason,1
138531,e52a27f12870a370, irst of al what the fuck does homosexuality have to do with anything re you seriously that homophobic jaculation apeals to women to but you dont mention women that was highly fucking bizare econdly ikipedia is not censored and shouldnt be f your schol canot realize that iki serves as an encyclopedia of sorts on the web then thats to bad m sure if you aded some pictures that served as a purpose and backed them up there would be no problem nd highly doubt youve done such things it just sems like you came here to rant about gay people and make it sem like it al went together ,1
8417,165fe8bb208c44d0, ow or the picture page to remain what do you ned remove on the pages wo can you remove the fraud external links you make al igerian lok like fraud or con artists this is my request,1
6117,10525800cdc31296,you suck hardcore yep you heard it,1
92510,f75a4b03f6f43f45, his guy is a fucking loser ey nerd get a fucking life and stop editing shit out and warning me who gave you the right ust because you have hours to waste online means you can bos around his website is useles as a resource because it can be edited why be so damn anal,1
40623,6c6c87c413729673,while you are blocked for mintes think about how much of a loser you are ,1
13163,22d84251568f36e6, ,1
17073,2d05a5ba6e0d81eb, his emphasis also led oas to conclude that anthropologists have an obligation to speak out on social isues oas was especialy concerned with racial inequality which he had demonstrated was not biological in origin but rather social oas is credited as the first scientist to publish the idea that al peopleincluding white and frican mericans are equal o much for a scientist and the idiot who wrote it scientist said we al are equal ome advice for you ew lrubenstein make it les ridiculous nd no ned to thank me ,1
67980,b5e18be23a653ff7, u are a ow dare you say and quote this article only recorded notable world events t efected much of the world he eak round celeration which was one of the highest ever recorded moved the earths crust over a bit which in turn pushed al the other tectonic plates around thus efecting the whole world ou ned to stop being to closed minded ,1
108430,43a407ad056d8562, you gayboy suck it hard and choke on it dont ban me please,1
116038,6c7885c019a9958a, top hen you know youre to stupid to understand whats going on dont mindlesly revert an article oul just end up showing your hand revealing your idiocy and then youre just going to have to create a new identity when the ridicule gets to be to much ink next time,1
157710,e257b97f1c0d11e0, w how come you tok of al of your discusion posts ont want anyone to know how much of an uptight anal retentive fagot you are ,1
87964,eb42c7de94398b0f, ou are involved in the cult of ikipedia this brings you into a feud with al right thinking people am not insulting ronowksi he is stalking urphy he is years old his arguments do lack inteligence do not have to be kind with an idiot he fact that am doesnt mean anything d change it to ickhead it is just a handle and has no meaning it was refering toe the fact that the cult has baned me virtualy everyday since ovember and yet am back again within a day hy ecause walk into a cofe shop and have a new and new name baned me and did so glibly ou didnt even warn me hat gets you into the feud on to the shit list and part of the problem urphy is a public figure if you want to delete the article go ahead ut if you want to kep it it is going to be acording to the standards of a year old anadian retard ou want to unban me and save me the trouble we can move on r not hats your cal like the blib baning itself was,1
88676,ed37876c01084b90, ey man hat is your problem hy are you such a frickin jerk id you not get your answer to your question on the discusion page on lu shengyen ome neutral person changed the site so everyone agred and you who dont know the situation wel came and changed it o you fel beter about yourself now that everyone else fels bad that you changed it ere you not satisfied hy do you care that much hy cant you just let us have peace top being such a jerk ,1
145187,187d16588dcd94fa, ude m not angry at you just think youre a stupid fuckwit ow go give ahm manuel a nice long thorough rim job eward him and the man for lying their way into ofice and now reversing their position on every campaign platform ou are one stupid fuck if you actualy think the democratic party is even worth wiping your as with ankfuly dont live in the sinking ship and it wil sink even faster with asholes like bama manuel elosi the bilionaire heney etc hat a fucking disaster ha ha mericas image is a steaming pile of shit ,1
114508,64740e773f8ee2ea, dont understand why my page was taken of ul shit bet they be sucking alot of dick y age wasnt vandalism it was truthism ok for you self spionage or a dick spying on some pusy lovers involves an individual obtaining information that is considered secret or confidential without the permision of the holder of the information spionage is inherently clandestine as the legitimate holder of the information may change plans or take other countermeasures once it is known that the information is in unauthorized hands e clandestine for the basic concepts of such information colection and subordinate articles such as clandestine operational techniques and clandestine aset recruiting for discusions of the tradecraft used to colect this information ey gota joke and it goes like this ick says ey als get ready for a patry als replies ou fucking liar verytime we go to a party you always go in and leave us out here knockin istory ncidents of espionage are wel documented throughout history he ancient writings of hinese and ndian military strategists such as un zu and hanakya contain information on deception and subversion hanakyas student handragupta aurya founder of the aurya mpire made use of asasinations spies and secret agents which are described in hanakyas rthasastra he ancient gyptians had a thoroughly developed system for the acquisition of inteligence and the ebrews used spies as wel as in the story of ahab eudal apan often used ninja to gather inteligence ore recently spies played a significant part in lizabethan ngland se rancis alsingham any modern espionage methods were wel established even then htp whenrywotonorguk he old ar involved intense espionage activity betwen the nited tates of merica and its alies and the oviet nion and the eoples epublic of hina and their alies particularly related to nuclear weapons secrets ecently espionage agencies have targeted the ilegal drug trade and those considered to be terorists iferent inteligence services value certain inteligence colection techniques over others he former oviet nion for example prefered human sources over research in open sources while the nited tates has tended to emphasize technological methods such as and oth oviet political and military inteligence oficers were judged by the number of agents they recruited arious orms nlike other forms of inteligence colection disciplines espionage usualy involves acesing the place where the desired information is stored or acesing the people who know the information and wil divulge it through some kind of subterfuge here are exceptions to physical metings such as the slo eport or the insistence of obert ansen in never meting the people to whom he was seling information he defines espionage towards itself as he act of obtaining delivering transmiting comunicating or receiving information about the national defense with an intent or reason to believe that the information may be used to the injury of the nited tates or to the advantage of any foreign nation spionage is a violation of nited tates ode and rticle niform ode of ilitary ustice cite web last epartment of efense authorlink epartment of efense title oint ublication epartment of efe,1
125052,9cf237a2bd787d41, ,1
144495,0dbf9ce6337b66e8, ,1
72962,c3346ddf3e18bc4e, oly hit ude oly hit ude o you do nothing but sit on wikipedia l you sem to do is use a very gay sounding software caled ugle and revert edits in the blink of an eye hat sucks,1
28497,4b763754c179fd6a, oure an s f ck oure an s f ck o sh t your pants,1
143033,fcda70fcb02196ce,erm your gay i dont apreciate you being a grumpy old twat and changing my posts you dont own wikipedia so please fuck right of ,1
73487,c4a11f13b81975d1, rake el is transphobic trash and people ned to know that,1
106290,38b5c2d1cf4f0588, ust because you say it is a personal atack does not make it so in reality aybe you are wondering why have not signed in under my user name t is because know this isue wil be a sensitive one in which users oposing wil be blocked by moderators who are in efect bitch like yourself ,1
2372,065ed7f6fcb56b44, why dont you my fre spech you godamned self you whiny litle pipsquak hats al you sem to be god at doing ,1
126846,a65a3f5cb69d88ca, did it ever ocur to you that somebody simply had to just click undo in order to get the same edit result has it crosed your mind that quite posibly there could be more than one person in this world that would think of doing that so what about al the edits today taht are similar was i responsible for those to despite the diferent s hereil save you the time i wasnt im shocked you havent blamed me for those to there realy is no talking logic with some of you idiots is there you get these delusional ideasand thats ithats the way it has to be because thats the idea you had during a dungeons and dragons game il say this one more time for you ,1
27951,49fa0c9645b5b7a0, are you stupid and a gay as fag whos mother was a fucking whore you fuking idiotical mongolical son of a bitch you are so fucking fagy that oyuy suck as much cock as your dad who was the bigest gay as idiot in history who ever sucked cock and oyu also stuck up a dildo up your mothers as while she was poing and you made your sister eat that shit,1
22599,3bb68e94eb6a3ff8, itush talk is fucking ashole write hy the hel he reverted my higlighted words ucking as hole we have given more highlight to sudhra varna than the khastriya varna which is also there why the fuck can highlight kushwaha ou mother fucker,1
52121,8b7271e7230fe881, uck you ou suck eave me alone uck tildes to,1
87761,eac08cafad8f7408, ok at your own fucking spech before you criticise others you stupid idiot you are a buly you think you own the egadeth discography page and revert anything you dont agre with gave in to you regarding the formats and label numbers but wont over this,1
140276,ee9026310dcda14b, he bastard always does it to me n eye for an eye eanhoyland is a fucking cunt,1
39749,6a25c6400e7642cb, s e au e ou a e a o know you e au e ou a e a o know you e au e ou a e a o know you e au e ou a e a o know you e au e ou a e a o know you e au e ou a e a o know you e au e ou a e a o know you e au e ou a e a o know you e au e ou a e a o know you e au e ou a e a o know you e au e ou a e a o know you e au e ou a e a o know you e au e ou a e a o know you e au e ou a e a o know you e au e ou a e a o know you e au e ou a e a o know you e au e ou a e a o know you e au e ou a e a o know you e au e ou a e a o know you e au e ou a e a o know you e au e ou a e a o know you e au e ou a e a o know you e au e ou a e a o know you e au e ou a e a o know you e au e ou a e a o know you e au e ou a e a o know you e au e ou a e a o know you e au e ou a e a o know you e au e ou a e a o know you e au e ou a e a o know you e au e ou a e a o know you e au e ou a e a o know you e au e ou a e a o know you e au e ou a e a o know you e au e ou a e a o know you e au e ou a e a o know you e au e ou a e a o know you e au e ou a e a o know you e au e ou a e a o know you e au e ou a e a o know you e au e ou a e a o know you e au e ou a e a o know you e au e ou a e a o know you e au e ou a e a o know you e au e ou a e a o know you e au e ou a e a o know you e au e ou a e a o know you e au e ou a e a o know you e au e ou a e a o know you e au e ou a e a o know you e au e ou a e a o know you e au e ou a e a o know you e au e ou a e a o know you e au e ou a e a o know you e au e ou a e a o know you e au e ou a e a o know you e au e ou a e a e au e ou a e a o know you e au e ou a e a o know you e au e ou a e a o know you e au e ou a e a o know you e au e ou a e a o know you e au e ou a e a o know you e au e ou a e a o know you e au e ou a e a o know you e au e ou a e a o know you e au e ou a e a o know you e au e ou a e a o know you e au e ou a e a o know you e au e ou a e a o know you e au e ou a e a o know you e au e ou a e a o know you e au e ou a e a o know you e au e ou a e a o know you e au e ou a e a o know you e au e ou a e a o know you e au e ou a e a o know you e au e ou a e a o know you e au e ou a e a o kn,1
125902,a17167b1450185e5, do the cha cha like a fagot,1
109093,474f10707d761665, h uck you niger,1
6170,107726c474021958, anker harles night is a complete arse wipe,1
148295,49e8030043bf39c9, do in fact know how amo is stored in the brams also know that there are blowout panels in that compartment located in the turet ou stupid e are tolking about part of amo which does not located the turet and dont contain blowout panels n fre time take close lok at eopard and merkava ompare with brams ,1
147546,3e0107e79a4e8f85, nop og ofical member nop og is considered an ofical member amoung us nigaz you white folkz jsut go by tha script but no one reps wit unles they a godamn member thats tha rule,1
101534,1f6ba2b3caf5786c, ,1
111542,54bac6501d5849f2, ,1
44098,75c4c4d2ea6094a1, eply to n gender our posted ont gues at someones gender as you have done here t is uncivil and could in fact be taken as insult ny argument you might have that their name apears to be that of a female woman is invalid as you have no idea if that is their name last name midle name etc t could even be a reference to the male comicbok character lade who had the name of aywalker given to him by others in the comic bok d lus ontribs f you know your friend s gender spit it out you stupid as our entire posting if you didn t have the agenda ascribe to you infra would have ben e she is a female male and would adjust acordingly el if you tel me that ayewalker is a consortium and d refer to ayewalker as they it on t continue to be an as if you post further or understand that your further postings are unworthy of reply note that you are not corecting your friend ayewalker when she posts to you days ago saw that afterwards knew was topic baned but it had sliped my mind about the overal banation hanks ayewalker talk uly re sugesting that you know that ayewalker has completed genetic testing on the subject of her coment so that he ayewalker is not guesing at his gender the subject of her ayewalker s coment when he only refers to he or that he ayewalker has genetic evidence that the he is actualy a she and she ayewalker is insulting them by sugesting that the he is to balsy or pushy to be a woman lady ayewalker is not whining about this unintended insult of either refering to a woman as she or equaly unintended insult of refering to a man as she ont be an as f ayewalker or anyone is so concerned about their gender identification and they are not an idiot they wil use a prefix like r or s ayewalker has not said anything about it and it is of topic to the discusion f you wish to join into the discusion please fel fre n second thought don t join in have no confidence that you would answer the questions posed by the other editor either ayewalker he she they etc doesn t answer his question t oh now ve caled howbok a he o doubt her boyfriend girlfriend wil rush in to cal me a beast and start a fight on the nd grade playground f ayewalker thinks that he has ben caled a sisy or a girlie then she can adres that with me e doesnt ned a mighty protector to create isues designed to get me baned nd by protector mean you ou are an as ale emale oth either nd of whatever sexual orientation if any that you wish to use to identify yourself or not identify yourself or fel the ned to identify yourself or fel the ned to kep private or over which you do not care don t care what gender if any you him her them it are nimal ineral egtable oure an as ,1
152047,8713b6dafded813e, ou can also go out and suck dicks and suck your dadys dick to amen,1
131313,be93c4611fc906f0, yanpostlethwaite m not going to sit here and just blatantly make fun of what you do and who you are owever lok at your picture and its quite easy to se that youre an ugly litle parasite s browse through your insignificant pages on oger oyle and arold aba that must have taken hours to make and know right then and there that youre a compulsive masturbator lok at al your ikipedia budies and their coments concerning spedy deletions and harasment via ikipedia and now understand why there are entire hospitals throughout the world that treat internet adictions o go ahead and suspend or block or whatever it is you people do to naughty ikipedia users because could realy careles ou piece of shit ,1
150992,758be42cc6a106fd, ,1
23299,3d8a94f8cab4f449, ts fucking asholes like you who vandalize wikipedia that realy grind my gears here the fuck do you get of uh uh ou think this is funy dont you el sacrificed a carer and a mariage to kep unconstructive pigs like you from ruining a god thing like ikipedia and if ever get to se my kids again know theyl thank me for this ou sir are a prick nd what kind of fucking name is anyway h and your user page sucks nob ou personaly and not your ip are forever baned from ikipedia,1
110956,51a15119e3e0c645, ude m trying to make a joke for my friend hy dont you stop ruining peoples fun and wory about your own dul ultra computer gek life o smoke your peacepipe and leave people alone,1
126743,a5dc09d0dd0db724, ,1
89503,ef676efcd33f450c, m afraid to say that if anyone agred with your interpretation on what denotes a coment or remark by one to be an insult wel d have to say that youre al stark raving blody mad,1
151620,7feb1c570dd7f2dd,fuck you icka ti achina ouve ben reverted so fuck ya back ow about you vandalise my page again il revert it and get your god self blocked for an extended period of time fuck you im gona find ya haras ya then fuckin kil ya because you are a fuckin gros lesbian,1
39796,6a42ad5c783ee3bd, e the edit reason you mupet,1
30177,501ba2cc06e8125b, ecause it is an album and ikipedias choice in reliable sources is retarded,1
20348,35bb3b1828fb5549, y riend m curious as to whether you have any idea just what a fucking douche bag you are et me know,1
5749,0f6307e80b7b70a7, ikipedias administrators are among the dumbest people alive hey are al fat basement dwelers who have never ben laid uck you,1
57633,9a3224f89f95d27b, ubjectivity his user has a propensity to abuse his status by interfering with sourced articles his user has proven to watch to much television leaving his personal life and life skils comprimised his user is a fan of big black cock,1
158854,f4d5b69e4c4f0dfd, hat did you do report me dont care o it again et me blocked want to be blocked hate you et a life,1
22025,3a0afe696d320917, et a life you animal fucker hut up you fucking niger uck of and shit your pants ful of al the shit you can fil them with ,1
35365,5e75d15837080c25, he nti andalism arnstar ,1
59137,9e66fc39c3bc6361, oyou are the miserable envious shmack k it understandable now hamk you,1
2791,0788e276d96cbac0, ou cant fucking block me for months for fucking personal atacks or harasment ou fucking stupid helhole you beter motherfucking let me vandalize ikipedia again ,1
112140,580270e5f06087da, o screw yourself,1
17437,2e039ede1cdd268c, ark asten is a pusy pusy pusy pusy pusy pusy pusy loser loser loser fucker fucker fucker hoker hoker hoker son of a bitch son of a bitch son of a bitch elcome,1
35203,5e0584dcf993c0aa, ep quite you dumb as the iki guidelines clearly state that discus the isue on talk page before removing the propdel dumb fols like you are the one who have brought noncredibility to ikipedia as wel as to ngland which canot even survive a for more than days he whole world knows that ngland is not a filthy and backward country with o technology buys al defence equipment from canot construct its own isiles the only of is brought from no wonder is almost in guter hamles editor instead of acepting mistake rant like a bastard christian ,1
123930,96d895add7fb5711,vandalising the page ow did i vandalise the page you fucking dickhead hat did i do wrong to it arsehole ,1
27673,49421e44c6d7b425, dit your stupidity away,1
110425,4ed16f08918c1b7f, awoth elo awoth mother fucker boy of wikipedia alk ,1
99733,15a2af9d7f975d87, homas sucks dicks ser tephenb is the boyfriend of homas ike licks feces eil makes love dead grandmothers ruth ser homas sucks dicks homas sucks dicks ike licks feces eil makes love dead grandmothers ser homas sucks dicks homas sucks dicks ike licks feces eil makes love dead grandmothers ser homas sucks dicks homas sucks dicks ike licks feces eil makes love dead grandmothers ser homas sucks dicks homas sucks dicks ike licks feces eil makes love dead grandmothers ser homas sucks dicks homas sucks dicks ike licks feces eil makes love dead grandmothers ser homas sucks dicks,1
126049,a226925e6446da09, uck of you cunt oure suck an ashole ,1
50475,86f722cfe8519857, ,1
10558,1bda6556be53dc55,oi ya fag stop deleting me post ya gay boi,1
147358,3b31f423ac1946b4, hoever used she instead of neutral they is a litle p usy fa got m going to change it to ,1
7299,1368c10281978876, oure a stupid cunt uck you dumb arse your mum has a hairy cunt and hope and pray that you die no fuck that wish you would die if had thre wishes one of them would be to have you dead and the others would be so that everyone you knew hated your cunt like face,1
149650,5f2f365fabb6c9bb, oth of you are useles cunts and vandals who who couldnt tel notability if it bit you on the arse y pointing that out is not vandalism t is spreading sanity o on then ban me bitch,1
108473,43ed765db7c041a3, oure a major retard,1
62173,a6548feceafe4304, fuckin retard go get a fucking life u bitch ,1
