,id,comment_text,identity_hate
37990,656ce8dba831cda4,since you re the one who is making a huge change to the article and you have ben reverted by several users now maybe you re the one who should consider explaining your edits and the place to do it is on the article s talk page not here i wil say you are likely to kep geting reverted if you continue to replace information that has a god variety of reliable sources with information sourced to a wordpres blog self published sources like blogs are not considered reliable and even if you had provided a reliable source you didn t explain why you deleted so much other sourced material i sugest you open up a discusion on the article s talk page if you have sugestions for improving the article chers ,0
42689,71ecae7672420e4c,suport however the article should be caled rusian invasion of ukraine not crimea you people are trying to disasociate crimea from the ukraine which is wrong ,0
3893,0a647440fe78bf6b,why did you revert my edit to pablo neruda he realy did molest me when i was a child there was a court setlement and everything ,0
65020,adf85e9d9fec2b95, which was meant to be pseudo humorous,0
35445,5eb0de3103876879,alisha heng page you said i created it and i didn t create it also if i find sourced material can i revert the edit since vanesa kirby didn t play the role also i am going to change it on imdb so be patient ,0
120671,857e9999c9a8c474,cuando quiero lorar no loro tv series then why don t put as tv miniseries instead of rudely put this craping tag on the artcile ,0
16350,2b192cd4de518cb0,wiki admin suck you fucking bitch shut the fuck up you as hole al u wiki admin are asholes just cuz u can do whatever u want fuck you diana teles burtalbert and the one i mean the most jimy wales fuck al you admin bitch,0
71667,bfe141259c48deb5, please help hi today i decided to ad userboxes to my main user page which was left with few informations regarding me as i don t know how to ad userboxes so i copied much userbox codes from your user page and pasted in my user page now the problem is that those userboxes are laid untidy and i want to colapse or order those but i don t know can you please help me talk ,0
35167,5de7b3a61d9ff7e8,what help do you ned try the wikipedia reference desk if it s something encyclopedic jan utc ,0
131871,c1ac2479fada2d84,hi hey shanel as a neutral administrator i wanted to warn you about the pov pusher khoikhoi is being requested for adminship you can vote here ,0
54692,922e6b0b9276f38f, you stil blow me of if you are not even going listen to me i m done with you i d rather talk to someone else i give you al these reasons and you comes of as sory idiotic person lower than me i dont care what you say your being one huge as prick i m going ignore that part of the rule partialy by your atitude period justice is served ,0
19897,3491533c2ed3b394,carol please try to kep your pov out of these discusions there is nothing wrong with the intolerance hope contemplates in libertarian covenant comunities al of it is implied by the non agresion principle ,0
154000,a6c584d1d9aeb020,i m done for now if anyone wikipedia admin overlord or otherwise has any coment question criticism or anything else to comunicate about any of the changes i ve made i would welcome the mesage coreyjahns gmail com april utc ,0
120064,8211822586cab62e,help me i fel like im going to kil myself and hurt some animals i care for,0
979,02ada3e5c607749a, no i didn t mean point me at a biographical article though that would be god to i mean answer right here on the discusion page what town were you born in which schols did you go to also regarding over the top i disagre i think the article could do with quite a bit more expansion as could the articles of the other individuals you mentioned as for greatest living magicians i have to admit i d never heard those names how are you judging that say max maven is beter than a david coperfield is it by awards industry pres or just personal opinion of their technique ,0
6062,102ed2b9a979bd4f, cathlen falsani there s a bit overuse of the phrase to critical aclaim but otherwise it doesn t sem to advertisy to me and it s al right even prefered to name an author s awards can you be a bit more specific about what you think doesn t belong in the text talk ,0
7788,14b9890ef74134fa,copyright superstar wow supergreat star his holy highnes copyright superstar is the tireles fearles tightest enforcer of copyright on internet for this he has superstar rules such as acording to his holy highnes copyright superstar if some website says that somebody named mr abc died on then nobody should ever use that info again it wil become copyright infringment so if one website has published that mr abc died on then after that nobody has any right to speak about mr abc s death year wait thats not al his amazing copyright rules which enables him as the frontruner in the next nobel prize for copyright protectzor are more if some website says that mrabc has a wife and children then nobody else should use that information again then it becomes copyright infringment acording to our most respected copyright superstar after any website say that mr abc has a wife and children his wife and children cease to exist nobody should ever say about mrabc s wife or children again otherwise copyright maestro wil destroy your article so bowdown everybody and prostrate before his highnes copyright maestro ,0
140931,f22ce34a660cbe49, here s more iliterate text by in response to me on the existence of god talk page given that an edit canot read i supose that yes my edit isn t literate so not only does not know what a proper citation consists of also doesn t know the meanings of the word literate which is comicaly fiting to quote one definition of literate from the american heritage dictionary of the english language houghton miflin company fourth edition wel writen polished a literate esay the procedings regarding the article edits would be absurdist comedy if and his defenders were regarded with the proper weight befiting their knowledge on this subject and their propensity to make false claims regarding it but for now it remains a sick joke ,0
76203,cbfcb8f5489bf0ed,this page could contain more on the history of infinite lop such as when aple relocated their hq there ,0
45336,793d50d38578c02f,is this true htp focus user posts id ,0
66999,b33ef283dca237b5,whew i would never normaly do that ever ever it just semed apropriate for the mesage i do have a problem though i m prety sure i ve already registered fat fingered idiot com or at least i have prior claim due to my extensive experience in the field ,0
125738,a0a3be37d15c2b9c,gadgetbahn i just noticed that page was deleted i can t remember if i worked on that page but i had no idea what it was so i came to wikipedia for the answer its not a word i would expect to be in a dictionary is there any way i can view its source i might have argued for its kep if i were notified ,0
104043,2cae1546fed93b94, ethnologue version valid from to contains diferent information from ethnologue version from onwards any person qualified to write on grece would know that there was no census in grece in they hapen every years so the nearest ones were and and that the last time mother tongue and most frequently used language were asked in a grek census was the number for the mother tongue question the other number for frequently used language was even smaler did make it into ethnologue v but ethnologue v for reasons that can only be guesed prety easily i may ad chose to come up with a fake census and a figure in the region anyone that has enough brains to pas a thesis examination for a ph d as taivo has is capable of loking at the diferences betwen ethnologue v and ethnologue v and noticing suspicious changes based on sources dated before a clear example is in arvanitika claims corectly i wish i knew how many speakers there were left a range betwen newmark to posible speakers trudgil and tzavaras comes up with without a clear atribution what hapened in or an explanation of how a language in clear decline increased in numbers moreover creates a new category of speakers of tosk albanian for the region of epirus this is now separate from arvanitika despite the fact that the page on arvanitika stil includes the reference to a northwestern arvanitika dialect from that could only have refered to the region of epirus there is a clear inference from the text as wel that the inclusion of this new category is related to the political isue of the cham expulsion and the claims about orthodox chams finaly the very concept of what these numbers mean is in doubt the north of the vilage of andros is mentioned for arvanitika bilingualism in our families ended with our grandparent s generation extremely few among our parent s generation could converse in arvanitika the rest retained a few words or curses and our generation stil has those if at al to portray the area as arvanitika speaking is so misleading that it can only be done on purpose there are published boks in grece by leftist grek journalists and amateur historians that refer to figures around or even more for that mater for slavomacedonian speakers in grece again based on some dubious definition large agenda driven figures can also be found for vlachs and arvanites since fps taivo and and the rest of the gang are such experts on grece i leave it as an exercise to them to locate these sources and at least put a fig leaf on until then use of non existent census figure in ethnologue makes a mockery of the academic standards they so pasionately purport to be trying to uphold ,0
23951,3f3dbf5fe97def0e, not necesarily only that he wasn t one of the planers acording to the squad he was arested in vaughans hotel because he wasn t registered and he hadn t a tothbrush he had come with peadar clancy and then ben forgoten about the question is if clancy went to vaughans just for an ira meting why would he bring a civilian doesn t it sem more likely that he was in dublin on ira but not blody sunday busines ,0
111262,533680f039a4d28b,it shoud be read it beter as poco ,0
7199,132d30099d28bda5, thank you has given you a cokie cokies promote wikilove and hopefuly this one has made your day beter spread the wikilove by giving someone else a cokie whether it be someone you have had disagrements with in the past or a god friend hapy munching spread the godnes of cokies by ading to their talk page with a friendly mesage thank you for talking and not just giving me a auotmated response or deleting me ur the first one who did that and thats y im giving you this cokie ,0
37104,630a845ae2fc4a4d,introduction somewhere in the introduction above the table of contents there neds to be a direct explanation of which names exactly are in dispute as it stands now it does not explain until much later in the article that grece oposes the use of the name macedonia and the republic s citizens overwhelmingly suport its use just like other naming dispute articles such as the liancourt rocks article which explains in its second paragraph the korean and japanese names for the island as wel as the origin of the english name or the sea of japan naming dispute which ofers the english translations of the n korean and s korean names for the body of water ,0
21512,38ae97f58c765a9c, october jesielturner,0
97091,0775ad2485fde3ea,helo i just wanted to let you know how you can be a nicer person through therapy and talking about your past experiences that led you to be an angry antisocial person today ,0
113158,5d14576621fbbc3d,i suport the arguments of al indications are that this is the silesia former this area is lusatia but former from two centuries it is silesia ,0
11635,1ebca3ffbc6982e5, i m prety sure the users are unrelated the atack is cordinated though wp rbi al the way here talk ,0
106842,3b5a38382411435d,just sems like an interesting coincidence ,0
57639,9a371cc162040767,god close even though i don t agre with the outcome wel stated thoughtful and fair granted my opinion and a nickel wil get you a cup of cofe but i figured i d say so anyway complaint department please take a number,0
153627,a00d4df9e6ec6122,plagiarism this is a copy and paste job from encyclopedia com,0
57225,9900aa1a86ad3ba0,the schol is beths gramar schol and i am curently trying to retrieve the bok from the library as to atain these details for you also i you post at this morning claiming to no sources provided some of us have schol to go to you obviously curently have nothing beter to do ,0
60336,a18b4242765b45ac,you realy should use gogle translate if you can t read hebrew htp translate gogle com auto iw seraph ,0
30843,51f11837806ba0c3,the proposal at the vilage pump is not limited to taged links ,0
150797,724021b721f3296b,no i meant for this year how many year terms versus year terms would there be if i apoint to tranches versus automatic year terms for everyone in the top up to ,0
120334,8388803ef1817100,november level warning talk contribs ,0
103903,2beee23d16fc0439, seldom have i read such a badly writen newspaper article ful of metaphors that make absolutely no sense whatsoever stime means voice as wel as vote and a gipfeltour as far as i know is simply a tour of mountain peaks of which i m sure switzerland has many ,0
26554,465b062fba07fa1c, julieth tawaraya your request for spedy deletion of this article was removed by an ip user with only this contribution to her his credit so i ve nominated it as afd instead chers thanks i have aded my spedy delete to the afd mayuko fukuda i re aded her name on because there is no rule or regulation regarding ading someone s birthday on year s page unles no article is created in english she has non english articles not merely japan centric there are many entries those who are their own country centric but no regulation is set about international notability for those people if you would like to set a regulation about entry of birthday you should get concensus first on the talk page se response in talk symbiosis institute of health sciences cant i put a content of a website on wikipedia and atach a link regarding the same as reference can you sugest a way of puting something on wikipedia which is a known fact preceding unsigned coment aded by talk contribs you canot copy copyrighted text to wikipedia without the permision of the author se wp copyvio i sugest you rewrite the text in your own words please note a few words changed here and there does not constitute reformulation and the text wil be removed the text canot resemble the original text spedy deletion of tifany mink is there something i am doing completely incorect on this article i thought i ve completed al the guidlines and tifany mink is a legitimate topic who has thousands of fans folowing her on this year s warped tour could you help me out preceding unsigned coment aded by talk contribs thanks for the mesage and sory for your frustration there are criteria that al articles in wikipedia ned to folow for biographical articles the criteria is notability unfortunately the article does not met this criteria popularity does not equal notability in the wikipedia criteria take a lok at notability and let me know if you have any questions god luck does she not fal under creative profesionals as a journalist photographer reporter for the entire tour does it not make her notable because of the target audience she has preceding unsigned coment aded by talk contribs sory there is nothing in the criteria that mentions target audience as a factor for notability okay she hasn t gained enough notability to be on here yet is al preceding unsigned coment aded by talk contribs ,0
43545,743b2929567bd021, merged from list of thunderbirds episodes date november ,0
133107,c81d7c4c78a409e4,please do not copy articles from newspapers and post them on here this is your first warning ,0
38238,66114dc4b75e52fb, foly wildlife rescue trust deletion did you even lok at the page before you tok action i am protesting your work in disapearing the article refrence htp en wikipedia org wiki foly wildlife rescue trust please do not hold my personal indignation about the article deletion against the editor who created the page i have nothing to do with the editor other than trying to help ad more notability to the article which is what i was doing when i saw it is now gone the article was even changed from stub to article and al objections and sugestions that were made to the creator were done as a researcher myself i learned quite a bit of information that was previously unknown to myself by reading the article and learning about the foly wildlife rescue trust i m personaly astounded that admin on wikipedia would work so hard at puting obstacles to this information being published in the way ,0
97189,07f3be53a1190a60,system taught in japanese elementary schols i have verified that the kunrei system is the system taught in japanese elementary schols this is acording to a kumon publication published in for those who don t know kumon is a major publisher of educational materials for japanese children and is extremely unlikely to be misinformed on this mater se photo above i have further photos of the poster showing that the kunrei system i hope this discusion wil be ended now with god grace thanks to al contributors to the article and the discusion ,0
32781,573f31c4ee9d3cc4, both in curent numbers and in historical context roman catholics are a minority religion in america even among christian believers the ratio is more than two to one in favor of protestants this is no suprise of the colonies only one had a significant catholic presence maryland today of the catholics most about of the country are now catholic hispanics mostly in california texas and florida probably more with undocumented mexicans the remainder are mostly irish and italian catholics in the northeastern cities likewise most protestants in the country are segregated and live in the south and midwest there is a religious segregation in the country that mudies the apreciation of the other of the protestant reformation movement most are mainline or evangelical born again fundamentalist churches orthodox are not a reformation faith but mormans and pentacostals probably trace origins through the chaotic developing reformation movement of the not now caling themselves christian most are agnostic probably with mostly protestant rots but some are muslim jewish or have asian roted faiths the main things aparently afecting religious population size are mexican imigration catholic mainline protestant church atendance and birthrate declining conservative protestant activism increasing intermariage tending toward dominant faith of partners or agnosticism ergo al conservative churches born agains opus dei othodox jewry increasing in sum roman catholics may be a plurality denomination compared to next largest baptists but a christian faith movement smaler in size by half than the protestant reformation movement and again in historical context in america not a surprise november ,0
149087,56dfbdf0eb8fb9e7,it s true that some koreans eat dogs but you have obviously never ben to korea ,0
65511,af3e98ed50ca577d, a cheseburger for you faty ,0
123249,935100517326f960,jesus blodline loremaster is the vandal who just hapens to be the sole owner of the article in question against wikipedia policy it s a universal trait for al believers in the jesus blodline to painstakingly point out and emphasise that jesus christ s wife was not a prostitute thanks ,0
116772,70359a2f74dfecdd, thanks for your responses ,0
35914,5ff8a553e3d7b281,no you make me vanish that s what you love to do go ahead use your digital magick and make me vanish ,0
83917,e08ad925b306db18,judenscwein to the ovens liars al of you ,0
14956,278ebb8381d09b41, width style background transparent width style background color style width border solid background color vertical align top helo dusanr and welcome to wikipedia please remember to sign your name on talk pages by clicking or using four tildes this wil automaticaly produce your username and the date also please do your best to always fil in the edit sumary field below are some useful links to facilitate your involvement hapy editing width style background color style width border background color vertical align top geting started introduction the five pilars of wikipedia how to edit a page finding your way around table of contents department directory editing articles how to develop an article manual of style style width border background color vertical align top width celpading style vertical align top background color geting help style color frequently asked questions cheatshet where to ask a question help pages new contributors help page ,0
23434,3de22005cc310be9, the afd reverted on page gadugi and karmosin sanctioned for violating wiki wales policy of we are nice people who do not act this way on his user page his lists himself as a rebel which isn t something that fits in with wiki s peaceful honeybe meme while i respect al peoples right to their views and opinions after an afd completes nominating pages out of retaliation in an atempt to opres the majority is improper i would like this user punished for violating policies and wasting yet more of my valuable time answering stupid and frivolous afd requests and interfering with me writing more articles update karmosin is also making racist statements on the afd page for cheroke mons ceremonies which atack my race and culture caling my work cheroke cruft this conduct is wholy unaceptable ,0
26805,470b5a717795bd3e,i would not use any bok originaly published by transaction publishers ,0
82373,dc65cc7e49c26d6c,nowyouseme and tenpoundhamer i think that we agre to disagre on this one you guys win on everything i m leaving wikipedia since you two have decided to bring superiority to everything on here and chasing away people you two have fun finding the next person to do your do with ,0
46825,7d27673a71737cf2,i agre with you i step aside for a while ,0
34855,5d1a0df94ec71599, what incident the article says as a result of an incident during richard s coronation celebrations great persecution of the jews tok place throughout the county presumably this should say country but what incident is this details don t leave us in suspense talk may utc homosexuality sory to overule a point but there is no creditable way to sugest that richard was not homosexual despite the fact that the category homosexual did not exist in the midle ages he had sex with men many times and showed almost no interest in women any respectable biography wil say the same i felt it was important to make this point and have changed a sentence or two to reflect this but not made a large deal out of it for instance not created a separate section ft louie this is imo a god point there were a couple of lines devoted to this as wel as king rick s inclusion in the glbtq article category which were reverted by an anon as anon vandalism bizare no this should be restored as there is at least excelent anecdotal evidence that richard did inded have a predominating interest in men apr utc again richard being a bisexual or gay met a person in denial or person in some other way disturbed by the fact that there have ben non heterosexuals also in history as wel as there are today who on vandalized this article by removals this time the vandal used the username alphax as above indicated previous similar vandal atempts ocured in march and december hopefuly the vandal or vandals are enjoined from such future activity alphax wasn t vandalizing don t be ridiculous he was removing what apears to be extreme speculation writen in por english you make a number of claims that would benefit from a source where does richard confes to being homosexual note also that the ip you were using to ad the material the first time also aded similar nonsense to humphrey and isabela s articles including category faghags to isabela i think you adam should not be ridiculous if you lok carefuly at the edit history of this article you se that most of those texts were aded by other editors months ago and you have the basic reference the biographer mentioned by that editor and listed in the references obviously has answered your question please read it i haven t i trust on the previous editor and i have not time to sek al boks as to alphax since that person clearly did not read this talk page nor ofered here the reasons for removal before removals it is regarded as act of vandalism i removed the stuf because it was badly writen lacked references and was there was a link to a website that atempted to prove the claims also without references jun utc the problem with richard s aleged homosexuality is that no one not a single primary or secondary source from richard s time unti wi ever mentioned that richard liked men in fact he was often cited for his abnormal lust for women the contrary view first apeared in the plantagenets by j h harvey in the theory remains highly controversial and to be honest viewed with some skepticism by the mainstream academic world it is a theory worth stating in the article but it should be noted that there remains serious discusion on whether or not it s true wel to be honest you can simply remove that part entirely if you want sems to have moved on to other articles and i know i ve removed his nonsense from a number of other articles with no further reaction from him i think one of the arguments for it is his lack of ofspring legitimate or otherwise one ilegitimate child if i recal corectly but a bout of mumps or other infection could have curtailed his fertility or perhaps he was the ungenerous sort who didn t acknowledge his ilegitimate kids the bok wariors of god is an excelent portrayal of king richard s life including his homosexual relationship with the king of france that s exactly why i am a descendent of phi,0
63216,a92dc75360fa62fa, your welcome hapy to be of asistance yeah images is more than i had expected in that section i think we ned to ad some gigantic multicolor posibly flashing warnings to the upload scren that if they don t select a licensing template their image wil be deleted or something anyway god luck dealing with al of those there s a reason i don t hang around in the image related areas of wikipedia overly much if you ever want me to run the program again leave me a note i think i ve learned enough from actualy runing it once to work out al the kinks for any future runs ,0
132375,c4560947ca3c1c77,id rather be a vandal than a snot nosed litle shit like you ,0
98515,0efdfc19fa4f428b,that beftony started,0
76055,cb96b022cee9c505,the relevant talk page where the changes were discused over the past month or so wikipedia talk categories for discusion i m aiming for consistent formating and the tradition has long ben a bulet folowed by the action there is plenty of rom for as much discusion as posible but newbies should be asisted in completing the proces and this is one of the areas that problems have ben found moreover the standard formating alows for more easily distinguishing the nominations of merge from rename many folks had taken to ading a second line after their nomination in the traditional form two edits just to clarify their intent and the template should make things easier rather than harder however given your concern i l move the default action inside the text parameter alowing folks that are so much smarter than the rest of us to easily rephrase in any form ,0
154737,b2945847c79d1bfe,august january ,0
118047,7686eff59548b23b,no article i ve rated the article in hopes that somebody wil be able to provide some sort of article as i am not familiar with the place i wanted to do a litle research ,0
149455,5c518e0b8a67b51b, ladytron edit thanks for the info you posted a helpful reply for me on the deletion review page for a ladytron article i was asking about you refered me to the talk pages for the individual users first of al thanks that was god info i wonder if you could answer my last question which is how can i contact a person who has a username but no user page or talk page the user is vkorobkax and what would i do if their deletion of content is not acidental or in god faith but actively trying to omit factual information thanks ,0
8125,159f03741aac4ea8,ur msg i wasnt tryin to get rid of it at al i jus duno how it is to b used properly,0
78703,d2914ab96db53166, you cant protect a favorite version especialy one that is not consensus thats abusing your rights if theres to much edit waring then you should lock in when you just came in here not wait til a trol puts her words here to lock it dr g answered coments again the anthropology stuf has to go or at least has to be placed in a context so that acusations of racism aren t bandied about every website on gogle says prognathism is about a medical condition but decevoice says it is not and says we are eurocentrists ,0
27014,47875ecb0bb5ef25, helo and welcome to wikipedia we apreciate your contributions but since this is the english wikipedia we canot acept text in other languages however if this is an original article perhaps you would like to translate it into english if you want to contribute in your contributions are more than welcome at if you wish to have an article from translated into english make a request at wikipedia translation you may also enjoy becoming a part of wikipedia s efort to cordinate acros diferent languages for more information take a lok at wikipedia s policies and guidelines hapy editing t ,0
63905,ab01689a5e55abd2, february utc it didn t state everything spun of it is reworded to clarify computer science research has branched itself into many of their own disciplines or into disciplines that already exist ,0
63680,aa65533a6471311f,cobalt atomic mas i don t think it was mentioned in the article does anyone know the atomic mas of cobalt if it was mentioned whops ,0
31161,52c133af4825877b,this category isn t just for jews who converted to christianity any and al religions are included including those jews that converted to non religion however if you want you could help by ading this category to al of the former articles that you aded category jewish converts to christianity to in the interest of representing al faiths wikipedia must have a category for former jews in the category people by former religion category or else they al ned to be scraped ,0
157912,e5bc88bcfe7b3b67,i wil deal with your input above but desist from caling me by that name i understand you ve ben doing this on other sites in the wikipedia system you are a frustrated man and i think we should met to discus this problem you have with me as pakhtun tanoli is it because other pakhtuns have ben chalenging you after my contributions to the debate regarding pakhtun status of tanolis you ve have ben pedling this name about on diferent sites in wikipedia and i ve left it for proud pakhtuns and others to chalenge you get it into your ignorant head that tanolis are pakhtuns and janjuas are kasbis i know at least families of janjua origin who do not claim to rajputs but say they are of maliyar caste none of the historical sources link them with rajputs ghakhars use the title raja but are not rajputs as do the turks of hazara in manakrai and they are not rajputs either read about raja of mahmodabad moreover the real rajputs of rajputana use the universal title of singh to denote their proud identity the term raja is reserved for the rulers as for the gujar isue it is wel documented that jat gujar and the so caled rajputs of northern punjab are the same people this leads to the conclusion that maybe the janjua claim to be rajput is suspect as i have said al along darbar e akbari tuzuk e jahangiri and other historical works do not mention janjuas and rajputs together and locate the former in bhir far away from hazara and more importantly from real rajputs as wel i acept there are people who live in tanawal and use tanoli as their geographical origin but they do not fit into the clan system of the original tanawalis we know who the gujar families are in tanawal and they do not use tanoli for themselves though they do say they reside in tnawal other gujars in hazara are either setled or are move about betwen swat uper hazara and azad kashmir aditionaly you sem to be on a mision to prove something that is not proveable i know you are in the uk and i can met you face to face to discus this if you prefer we can sort a number of things relevant to this debate as wel as you can know who i realy am user pakhtun tanoli ,0
92116,f645f184a1c96679,precedent is that we do have articles on county systems i l check their organizational nature some town libraries have made it to sometimes over my oposition ,0
82449,dc99fdfa8acb1b08, i m prety sure that a starfox like game was produced as a technicial demo for the game boy advance to prove the claim it had the equilivent power to two superfx chips i l se if i can dig out a magazine from the time posibly uk s mag ,0
127939,ac44330dd18846af, you ve earned the condescension i ve given you not because you re wrong but because you don t have any interest in doing the hard work necesary to become wp competent in editing the id article this is a technical topic and you re not nearly smart enough to bluf your way through it if you want to make a contribution here you re going to have to start reading your not understanding the basic isues involved in the kitzmiler decision tels me you re going to be starting from near zero in light of that i do think your eforts would be best directed elsewhere tc ,0
6651,11b8177600562cb6, until public universities had race based quotas for admiting students this is not true i don t se what the entire comparison of afirmative action of black americans has to do with this article they are a minority group so efective comparisons are not posible ,0
80766,d818f5abbfe09825,even the development of perseity is inadequate ,0
2369,065bdcb4abfe7445, utc this sentence is an editorial opinion and the information about financing is already included being an editorial opinion does not disqualify it per se but taking acount the fact that this is an article about the worldwide company with more than years history this opinion about one specific aspect related to the company voiced by non mainstream magazine wil have undue weight it may be relevant in some other article e g focused to the climate change denial financing depending the context january ,0
136337,d96016a9c5a6dcff,however please note my proposal at talk helga zep larouche that since you have writen an entire article on the dugan case the material in the schiler institute article should be merged with that article keping a brief reference in the schiler institute article with a link to the dugan article nov utc ,0
31905,54bc6b5dbf9ef773,folowing on from the discusion at user talk enigmaman two points can verify barnstars or not we do not endorse such activities as blanking the article on wikipedia or lame edits to project pages as productive to the encyclopaedia this goes back several months and there is no constructive edits since at least late someone who acts in this maner is clearly not going to become productive without a major atitudinal adjustment hence an indefinite block is waranted secondly ad hominem racial nationalistic coments such as those you made above are not realy the way to win a review of any actions taken fredom to edit is not fredom to abuse orderinchaos,0
149383,5b7e64b7207ff0a6,thanks what now hey it s me again i flew around the world but now i m back on wikipedia thanks so much for ading the information to the article what do we do now though what if someone wants to check the source themselves how wil they know where to go ,0
114870,66495efb53ee4445,the wotch my sister myself the article the wotch my sister myself is about an upcoming fangame i don t think it is realy apropriate to create such articles if fangames are actualy released then perhaps they deserve an article i won t nominate it for afd but don t be surprised if someone does chers ,0
90544,f2429938734017b2, proving a negative is devilishly dificult that is why the burden of prof is on the one making the claim state a reliable source verifying the claim that there is no mention whatever of act in any protocol or recomendation of any of the organizations mentioned moreover cite a source verifying the claim that mention of a group in a protocol or recomendation constitutes recognition or aceptance by these organizations cite a source even to verify the claim that any of the groups mentioned recognize or acept advocacy groups as a mater of policy most especialy cite a reliable source that recognition by these groups is a requirement to be a part of the mainstream of the mental health profesional comunity or even what that comunity is most especialy cite a reliable source for the claim that act s advice is not sought by these groups nor intended to be so by the organizations mentioned without verifiability of the statements made the entire section must go and i am prepared to delete it it can be reinstated when verification is found ,0
68113,b633aa98c3b6425b,have dogs and there cute i wish i lived in california,0
24259,400eafb23d4d4764,that s ben fixed by the blocking admin farmbrough ,0
98621,0f91794c3e9f71fc,what about me swetie am i more your sped ,0
75008,c8b0e5c32ed1ced5,april utc i haven t found out much else so far i have now mentioned the century building in the lead section ,0
22382,3b10924d18525a00,just aded an external link it is an article dealing with papers presented and interviews done at the first anual meting of a profesional society devoted to the scientifice study of psychopathy i se above that someone thinks the article neds work and maybe this wil help someone with a master s or phd in psychology corectly update this article to take more of the subjective and non verifiable non scientific material out of an important isue i am not qualified to write an article as i have only a bachelor s in psychology and i am al to used to wikipedia articles being changed so often as to render them near meaningles but i wil sugest that valuable apropriate external links are most valuable to the average reader who comes here loking for answers this is the first time i have ever aded anything to an article or left a coment for that mater hope this is alowed as it semed an god way to draw imediate atention to the new link td r turner,0
57961,9b36379f5ad77262,providing permision for photos hi if you represent brian cros or are in touch with his representatives and they would like to provide a photo of him please se the instructions at wp copyreq and wp consent esentialy photos of living people are only acepted if the copyright holder normaly the person who tok the photo is wiling to provide that photo under a fre content license one that permits modification and reuse including for comercial purposes ,0
23329,3d9a419a80b25e60,you tag is way of ofcourse since the article simply states what per reviews research does there are positive cases and not including this fact would be pov the article is however weighting alot more towards the negative cases despite them being in about the same number as the positive and neutral this is also biased but i think its ok i don t expect this article to be nominated for the nobel prize ,0
39203,689baf2ba0dc37f9, orphaned non fre image image shame about lucy monhead gif thanks for uploading image shame about lucy monhead gif the image description page curently specifies that the image is non fre and may only be used on wikipedia under a claim of fair use however the image is curently orphaned meaning that it is not used in any articles on wikipedia if the image was previously in an article please go to the article and se why it was removed you may ad it back if you think that that wil be useful however please note that images for which a replacement could be created are not aceptable for use on wikipedia se our policy for non fre media if you have uploaded other unlicensed media please check whether they re used in any articles or not you can find a list of image pages you have edited by clicking on the my contributions link it is located at the very top of any wikipedia page when you are loged in and then selecting image from the dropdown box note that any non fre images not used in any articles wil be deleted after seven days as described on criteria for spedy deletion thank you ,0
10921,1cdaa2090a634924,psychopaths sory yobol while i believe that non predatory psychopaths should be entitled to the same rights as everyone else it is clear that you do not fal into that category you targeted me and turnabout is fair play your potential future victims have the right to be warned contrary to what you and your estemed coleges would have your prey believe psychopathy is a comon disorder we know what causes it and we have made significant inroads in treatment med schol does not scren psychopaths out it screns them in if you don t want to end up as mastcel s prison b h i sugest you spend les time perusing future victims and more time perusing treatment ,0
82535,dccd652f50c6829a,are useful for providing the clues and answers and should not be removed from the timeline it,0
42894,72668c5222c73be5,ambar deleted and then restored not sure if this has ben pointed out but it loks like afd screwed up just to start the bal roling and institute a culture change i m trying to get al admins closing things at afd to remember to check the page history of an article before deleting so that drastic changes in the nature of a page are spoted and also urging those voting at afd to do the same se the folowing for details ambar wikipedia articles for deletion ambar article log for ambar copied to closing admin restoring admin deletion nominator al who voted in the afd discusion and the afd talk page ,0
67875,b58ecb068b5aa563, left to players imaginations konami has never declared her dead cybil s fate is obviously ,0
20764,36cffa5af9dd1776,medi lan limited i found that anime news network site said that gundam age was dubed by medi lan limited do you have a source page about medi lan limited ,0
119932,81636a4a8a4d70f6,i sympathize with much of what you say but i think you ned to consider the big picture and why wp or is so valuable with al that said i think you ned to at least cite a source where the underived relationship can be found so a future student can folow ciations back to the orginal source ,0
120630,8548330ebdaf4f19,ned second opinion media foundation hi i think i am going to ned a second opinion must i delete the entire best regards ,0
102855,2673902e3c4627ee, this article is about the pira not any other terorist group please try and stay on topic also please try and stay polite you make not like my coments but they are my opinions even if you fel they are rubish ,0
28131,4a7422d3cec204df, i want to warn you that the tone you used in your discusion entries on the page were very asonine especialy the coment then your opinion doesn t mater here in the future please refrain from making such coments and conduct yourself in a civil and respectful when adresing felow wikipedians in discusion ,0
146195,2898575019395b40,arabist pov pushing you were absolutely right about the arab wikiproject being used to push the arab nationalist pov they deleted al the sources about egyptians who don t acept the imposition of this ideology can you believe it ,0
120394,83f38f3f8d7ba447,if the original page was a copyright violation and i imagine cactuswriter would be able to acurately detect a copyright violation then no it canot be restored wikipedia isn t a place where you can store copyright violations even in your userpages ,0
101465,1f139c5fed0eed5e,category wikipedians at spring hil colege,0
79203,d3ff666adf9a367e,andy dingley thank you for to loking beyond and exposing,0
