,id,comment_text,toxic
136792,dbc3e0fd611bca19,if you are a wikipedia admin who spends someone time baning people on wikipedia your a fucking cock sucker ,1
146801,31c0818664c621a2, behinderte rusen meaning retarded rusians used in switzerland folowing the defeat of the swis team in the world cup derived from the stereotype that ukrainians are similar to rusians but mentaly retarded and facialy similar to those aflicted with down s syndrome ,1
39282,68d363c004c90136,and are two homosexuals who worship the penis of jesus and believe that he was the greatest bastard in the world ,1
5621,0f049643ffa21667,we wil we wil fuck you ,1
32053,552e6813d973e6b0,ad reasons why they are nothing with which to fuck,1
154464,ae48035fd6c9781c,seriously why don t you mind your own fucking busines ,1
139747,ebe2db2ef0157304,how in the hel was that an inapropriate discusion i apologized to him for chrisakes and i was formal ,1
127783,ab7df6836f508b77, gay warning this user is a gay and a deletion trol ,1
44214,761549e277a69568,if i hack your acount i am going to pop on you if i wikize this page i am going to punch you in the face ,1
77238,cee7f319a62f4f65,you re wasting your time biatch you know i l be back again and again and again with a diferent ip adres,1
16105,2a84521303f1a018, quit editing chicago med you are so stupid how can someone post on here and get it verfied without you changing it information posted on here thats cited is not copyright are you from america u idiot get a life stop ruinging chicago meds page preceding unsigned coment aded by ,1
30237,5045d1f6fdd636c7,you re so idi o t so st u p id guy fu c k i n g portuguese i ha te the portugueses,1
64388,ac522b44ace82b1e,yeah where it says seriously gay thats implying what hapen was gay or that the action was gay you would know that if you where a ten but your probably an adult loser ,1
30074,4fd90fa3c45bef8d, al wiki mods a limped dicked libtard coward fuckbags htp en wikipedia org wiki user can go fuck himself coward piece of shit ,1
119538,7f1789d75b53742d,you sem to be slightly retarded so i l explain it slowly for you it s only vandalism if it has malicious nonsensical intent you can t prove that so please quit harasing me ,1
52818,8d3345d17b225393,wel that was stupid i told you to send it the wrong place but i ve since email your provided ady from two diferent places so we should be al set ,1
114953,66ba704ed5074672,one more mesage like this and you get stabed to death you have ben warned motherf er ,1
74469,c73dcba58ad16b01,fuck point where i vandalised something ,1
97066,075cdc5fec1a2603,you are retarded you litle bitch you suck bals go to hel,1
101375,1ea25596e83d2042,gay u r fucking gaey ga,1
14046,25068ea1989ef280,as hole take a seay from an ex anon member fuc of,1
118029,7674a68b8c71e1f3,why d you remove that u nlga,1
43739,74bd6565c5c55524,its time to kick these leftist fols of wikipedia enough of this left wing propaganda and nonsense,1
121120,8801b3ef42b61810,realy lok at my edit history bitch i ve aded more to rorqual articles than any other prick on here pis of ,1
38775,677b5c663a0758ae,hi hi you are gay sad fucking old nerd that should get a life and do stuf like gardening and i m guesing you stil live at home with your mom ,1
107462,3e744e8e375fb1c2, uh i didn t start by being uncivil to you nor was my coment on the policy talk page uncivil unlike yours should i report you for a personal atack p my contention was merely than uncivil replies were apropriate when policies have ben violated or individuals are in fact being uncivil but since your coments sem to indicate that you are an as wel meh you then ,1
15178,280fcf79ff2334a3,craig newmark craig newmark is a kike fuckhead ,1
22769,3c1f86de3f135401,wtf why have i ben blocked i ve done nuthin wrong ,1
344,00dc0760994133ff,fuck you user the bohemian shinobis yeah that s right bitch you are al pieces of shit ,1
60911,a31b455d8824c832, i want to be a fuck you that s a song ,1
151923,84d7d0a1bd8fd4f7,i wil castrate you and roast your testicles then i wil fed them to you ,1
142390,f9a4cc9e7b1bff02, you are a plagiarizing lying ful of shit inept simp oldwindybear who s left wikipedia and returned like a chump aproximately times in the last weks your brain is jely and you are going to be caried out of here like the worthles lump of fat you are only a mater of time kep acting as though you re aiding wikipedia because it s very funy you are so easily played that it s almost no it s worth it kep it up faty you whiny self agrandizing maudlin piece of shit kep sloping your way around here like a pretentious litle bitch insulting others at every turn while protesting the hurling of insults your final solution awaits and it wil al be done by youbecause you re a disgusting baby in a whelchair pleading with everyone for indulgence pointing to your wideband worthlesnes which you prance in everybody s face like it s a badge think you can talk to someone without ever mentioning how many degres you suposedly have and how much you ve sufered by being treated as an equal not blody probable here s a tip show your competence don t talk about it that s what men do you godamned slopy ased edit like shit puerile inept eating breathing shiting waste of fod who s kiled more time of others and fucked up more articles at this joint than the usual vandal times we have your numbah and wil sit back laughing the next time a big nut cracks itselfthe worst nut wikipedia s evah sen beter get preped for your next block turd girl signed rev screwedbluedtatoed ,1
18666,313e9065b285a084,f ck you wimpy sisy cowardly wikipedia pusies and f ck canadianlinuxuser,1
149151,57f203476a63ec9b,lol you can take a joke standing up his breasts are just so cudly aren t they just like a large womans when your stuck in a barn some night and its frezing outside imagine cudling up to them ,1
3875,0a5bf36e19681663,uh oh mr big shot registered user is crying like a litle girl because i caled him out on his bs ,1
44777,77a1553d45e6e71c,that s the thing though i wasn t making any personal atacks these jerks are making it sem like i am ,1
129367,b3ecaabe8309806d,tod you re a dumbas ,1
89108,ee5fb796ec961b5d, how about you suck my bals your userpage says you re against censorship on wikipedia and you just censored my original title what a fucking hypocrite i don t give a flying fuck that you aded the picture you didn t spot the eror that it was a symbol of budism and pased it of as a symbol of nazi you fucking moron what the fuck does many people do know that the swastika is left facing so it s not a coincidence even mean fucking moron the point here is that a right facing swastika represents nazi ideals a left facing swastika represent budism ideals you didn t spot that the schol didn t spot that i spoted it what s the problem in palmer that people like spreading the idea of budism so should we ban croses in schol oh you mean the people who drew it thought they were drawing a symoble of nazi ideals but instead drew something representing budist ideals wel wouldn t that qualify them for fucking retards as i originaly wrote fucking highschol piece of shit moron it s pov wariors hypocrite and morons like you which makes wikipedia suck bals ,1
74405,c711da1281e4d327,hi can i ask why you are naming people who aren t me johnjoe as socks of mine i mean my real sock who is a very active user here is no way asociated with any of the users asociated with me in fact i haven t socked up against you since by baning for raising legitimate objections against your conduct oh and i expect this coment to be removed dodging the question and perpetuating a fued that could have ben ended months and months ago that would be real clasy and just what i expect from a sniveling pathetic coward like you ,1
112593,5a54721ef09664ca,geting fat he neds to lose the exces weight no wonder katie lea kicked the shit out of him ,1
54304,9118cdec19c520b0,you both are litle fagots with no lives so maybe you both should met up and suck each others cocks al night long and maybe just maybe you both wil get maried in masachutes ,1
85618,e4ffcf93a1cbf4bd, by the way montanabw you are efectively retarded i can source everything i m saying lok for the bok pleistocene mamals of north america by bj rn kurt n and elaine anderson just for starters now that wil require that you read something other than a webpage actualy you can read part of it online even there are many sources on equine evolution and taxonomy i m not however going to hand them over to you on a silver plater while you fel unristricted in espousing your own entirely unverifiable claims here s a sugestion read something that isn t writen by people lobying for feral horse protection you l get a lot more truthful information out of it i also don t think it was you that reverted my edit of the mustang article not that it neded to be there are milions of you thoroughly ignorant gons i was actualy loking up sources when i came back and saw it had already ben changed and thought jesus what s the point and once again you ve clearly demonstrated that while you re not at al concerned with acuracy you stil fel you have a right to coment on isues you know next to nothing about people like you who don t care at al about the acuracy should be baned from editing anything god bles the internet oh bringer of ignorantism ,1
42342,70fb0dc7e0053f78,you apear to be an idiot these are legitimate edits stop reverting them ,1
30086,4fddbaf3757d379a,because stupid asumptions like your fagot goth as makes doesn t acount as a reliable source you stupid fuck shut the hel up before i beat the shit out of you for fun you dumb niger con emo cunt,1
88444,ec9b2f8d6c88a666,cocksucker bilcj you are a complete fuckface because you like mesing with fucking edits and finaly everyone fucking hates you because you are a complete racist to everyone i wish you shut the fuck up around people and finaly your mom is a fucking dirty sluty bitch wel bilcj s mom s a bitch she s a big fat bitch she s the bigest bitch in the whole wide world she s a stupid bitch if there ever was a bitch she s a bitch to al the boys and girls on monday she s a slut on tuesday she s a racist on wednesday thru saturday she s a bitch then on sunday just to be diferent shes u super king kamehameha bitch have you ever met my friend bilcj s mom she s the fuckiest bitch in the whole wide world she s a fuckin old bitch she has fucking fat tits she s a bitch bitch bitch bitch bitch bitch bitch bitch bitch bitch bitch bitch bitch bitch she s a fuckin bitch bilcj s mom s a bitch and she s such a racist bitch talk to kids around the world it might go a litle something like this sung in thre diferent languages by other children have you ever met my friend bilcj s mom she s the bigest bitch in the whole wide world she s a mean old bitch she has stupid hair she s a bitch bitch bitch bitch bitch bitch bitch bitch bitch bitch bitch bitch bitch bitch she s a stupid bitch bilcj s mom s a bitch and she s such a dirty bitch i realy mean it bilcj s mom she s a big fat fucking bitch big old fat fuckin bitch bilcj s mom yeah cha,1
101953,219a94d9195f9526,no it was re ad not read with two d s you stupid fucking cunt ,1
39864,6a6b16e9d691ee36,they are caled syed you dirty chump muhajirs are the worst race on planet if the world peace wil be achieved if muhajirs and jews leave this planet muhajirs should be hunted down like animals they should die die muhajirs die muhajirs ,1
95661,ffd73827fa98d756,helo welcome to my talk page if you are a comunist ashole like of wikipiedia users please leave ,1
62270,a6a09d4f0f627dd4,i always knew wikipedia was a joke i never realized it catered to quers you can al go and fuck yourselves,1
4314,0b7c3e4a032a6c97, this whole conversation is rediculous as the colors on a flag are meant to represent diferent ideas or ideals what we decide to cal that color has everything to do with what is meant by that color by caling it yelow one is neglecting to fuly apreciate the meaning behind the choice of gold as a flag color is meant to convey an idea that of eternal and original wealth and prosperity it has nothing to do with being high and mighty regarding the naming of a color that is a reactionary and frankly stupid position to hold flags are symbols meant to ilustrate various ideas and they use images and colors like al other forms of symbolism to do this thus the use of gold on a flag is in no way an atempt to sound more high and mighty but rather a way to comunicate you dolt,1
57263,9919acdd2a7ef984,did you know you are ful of shit and a fucking cunt ,1
39560,69967dd5eac5bd39,fuck of go and buy some andrex and wipe your rats as face delete as apropriate fuck you ,1
32879,5779c06e1ddaf1eb,what are you retarded i already am blocked what a fucking moron ,1
73833,c58e51de045b534b,no point i m converted he was a vile fascist what is your objection ,1
12011,1fce5570c679ff0a,u smel likw dog po,1
96890,0645dffc14ac3e12,guys like you anoy me so much i fucking hate guys like you i don t give a fuck if they close my acount i just hate guys like you you stupid motherfucker gogdbye,1
62238,a686d7fd2a3742dd, what was that crap on eisenhower he was a bum who played golf constantly while nixon ran the country where did you study english an historic dumb bastard learn the basics of gramar you probably pronounce literaly litraly right how chic crackpots my as pul your head out of your as ,1
120728,85d72e12acc00341,you re a dickhead mate get a life,1
28615,4bc3f8babbb247b5,so he forgot to change his signature don t go around teling people what their religions are you anti islamic zealots ,1
103215,284f35d73c6be069, explain i don t have to explain anything to you you are trying my patience and you have abused wikipedia to much stable ,1
63581,aa21ee5f7e0511bb,you pov pushing revert monkey stop reverting things when you could make edits you stupid pov pushing revert monkey ,1
10093,1ab2d3f5f61d0809,yep as i said bite me hitler er scrapiron disapear it to make you lok like les of an ashole you wil be hiding it because you can fuck you ,1
29823,4f2df0a1ec5380c1,realy god contributor bulshit the cabal disagres and they are in control talk ,1
157243,daf5329d788f31c3,you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you stupid niger you are a stinky face ,1
35519,5ee5d5136a8f8e2e,you dont like terorists they are just as a human as you are bi h i hapen to love them and respect them for what they do they are just simply doing what we were created for kil and destroy take from the weak strongest wil survive you the weak wil die son very son and the earth wil repeat this proces over and over again take care may my master have mercy on you anab ragad beckon sen di rakon akmon elete binadas bvade akhed whenvdk,1
121707,8b2612e26aa1e6f4,stop your bulshit i l remove that nonsense crap ,1
59498,9f60176c387e05a1,so sory copy and paste this to articles or your mum wil die within the next hours ,1
120939,87127a1ad3bce1d0, wow this is unbelievably sexist and demeaning you punish me for complaining about being caled a cunt and having having the words cock shit and fucking used against me repeatedly that esentialy condones that type of conduct ,1
19631,33e007905e18dc15, turk turks ocupied it and today are drinking the blod of kurdish people talk ,1
93468,f9e58fdb6b6f2f55,you re fucking gay get a job and quit arguing with people on the internet it doesn t make you col you aren t ading shit you re just making it worse get a fucking life ,1
117002,7153c99f267db134,how about you shut your mouth i wil edit boykins from every computer i have aces to you are wasting your time you can t stop me this is the nature of wikipedia i can do whatever i want you may be able to delay me but you wil never be able to stop me go make swet love with your hand to yourself trey from boykins,1
149450,5c4b8b21766bd59e,i didnt fucking change the genre i just put comas in betwen them ,1
123895,96aef0ff323d4307,okay budy you are a meany u make me cry so i am here to tel you that u can suck my bals cause you are making me have no fun oh and also ur moms a total babe tel her to give me a cal sometime and oh i left my walet there so make sure u reaturn it please alright thanks bye ,1
24153,3fcdf0a4ec1f704c,man u piece of shit u piece of shit u yr old don t evn hav a brainm john cena can wrestle u bitch didn t u c him wrestle he s a wrestler ps none likes you none understands you you insult our favourite wrestler bitch your gona get blockd from editing right now got it ,1
149616,5eb404787a9d4a7a, he was teling the truth wikipedians are fags like you that have no life but spend al day editing shity pages and giving rules just fuck of talk ,1
127419,a97eabb625eb4f37,rklaton is fagot and loves to suck cock and get his as fucked by guys a day,1
77112,ce85801a2f3b90df, so sa president jacob zuma spending usd milion of taxpayer money that should be used to vacinate al children which they refuse to do this is a fact not someone s imagination is not npov it is encyclopedic and npov pres zuma abused his power to spend usd milion to make non security related luxurious improvements to his private proverty similar to republican schock who made a usd red rom make over to his political head ofice at the expense of taxpayers money for which he resigned imediately when exposed on public tv in the usa are you against that al of this is npov unles you are corupt which aparently you are very much ,1
78265,d16e66209935ad28,yuck your one of the most disgusting creatures ive ever met,1
99803,16053c3d821cfc85,oh my bolagne has a first name it s d u m b my bolange has a second name it s s h i t ,1
98687,0ff3e60d7c7f9df3,it s people like you that ruin wikipedia faradayplank go suck a fat one ,1
82690,dd2f297994107086,omg captain jimy wales the wikipolice are coming to get me i m so scared i m pising me pants shut your pie hole you sily litle ponce ,1
69711,ba7b10573ecb2d4e,youngamerican is a chicken shit cock sucking bastard and his mother is a sluty whore ,1
43428,73e7d30c1b3ba4a3,no seriously he is baned now by saying that you are feding the trol idiot ,1
106117,37bdc9d21bdabaae,so saying that bible is the belief of christians is now nonsense clearly you are a bigoted bible thumper stop caling science as vandalism ,1
13869,249a9de30b187c87,you dumb as why the fuck would you delete the trajectories on the b day page you fuckin retarted bitch it s more informal and now lok at how smal the page is you whore you probaly get fucked by ur dad everyday you whore slut bag ,1
81340,d991b662947ca605,quit vandalizing the george bush page you stupid liberal ,1
159281,fb726deec64157bd,lol you re gay you wil never know how god it fels to fuck a woman up the as ,1
128292,ae20b582d6ae8798,removing warnings is considered anger that other people type bul on my discusion page just for your info ,1
131407,bf00020c654d2507,i want some damn answers now you imbeciles,1
145892,23d3bddb19b04e78, fuck you you cunt i had a whole documentary about cockus americus ,1
28238,4ac45bdfe440209f,get of of wikipedia you walnut paneled idiot you wouldn t know a god schedule if it put clamps on your testicles ,1
108516,4422cc7ce657f7d9, yeling gok over and over again at an asian person when it has nothing to do with the topic at hand is a racist coment by any sane definition of racist coments you are doing exactly the same thing donohue does by obstinately ignoring the obvious as wel as by confirming every stereotype of right wing catholics as bigoted loud anti intelectual bulies ,1
41635,6f0e0a8caadec0c7,suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck me suck menew,1
105694,3583759544852023, smear of james philip bio what are you trying to do place a garbage truck and dump al this old stuf down on this bio al of the partisan yelow journalism crap which newspapers like to engage in these days al of this over the years has resulted in nothing nothing al of the speculations which the pres engaged has come of nothing can you cite when pate was trialed convicted and sentenced by the courts no again the stuf you cite is years old or older and no actions by the state was ever taken against james philip personaly wel what you have here is a technique is caled the big lie just because you don t like the man and just because you can cited tons of minutia don t make it true right or meting wp blp wp undue wp atk in the end there sems the ned of some editors here who has such hatred for this man to use such zeal to destroy pate s reputation se wp tend why such hatred for this man ,1
35988,602a9d8e78f40360,hey defiance this lady is crazy she only edits kupcinet believes that the stupid chick was murdered and doesn t understand that whatever she writes wil be changed the next day stay away from her i l get her banedadelicad behind the scenes she drove doyar and and colscot away with her violations of sanity up hers ryan bushby from the road ,1
98768,105c515026656f03,i have asked this dog on several ocasions not to leave trash on my talk page mat sanchez,1
119956,817ebf028c8cd0b4,so sad hi bitch or dogi whatever you like you know girls are always fol and you are top most of them donot scare now i wil always give you this type of crismus gifts,1
93675,fa7cf6274decfacf,contador g o f u c k y o u r s e l f love dc,1
87759,eabf5d6dc42f44b8,go kil yourself nobody cares about standardization,1
133674,cb2b21643f817fa0,you crazy fascists you realy know where the party s at eh ,1
158308,ebf42abf9af9e9df,i bet your momy tels you you re a god wikipedia mod go yif in hel dicklicker shopsywopsy,1
110172,4d49a76ac3358754, censorship of your talk page is childish if you edit my talk page again i m going to sek to have you prevented from doing so hipocrite talk plesae do so i welcome third party coment on your behaviour thankfuly you have litle control over the view history page which i m sure wil be viewed by anyone impartial ,1
23523,3e1db72ba34a7516,you are a stink as bitch you motherfucking dick sucking bitch go to fucking hel you dog as bitch ,1
114940,66a19d4bf8be79ea, in other words pis of tbhotch you homo,1
84605,e25f7d3f80ec67b4,due to my insanely high level of wikistres i wil not be responding to mesages ,1
52032,8b41c4143a508260,bo to you sir bo to you i have to go monitor the hal now bo to you ,1
156685,d2215b86918179b7,you are a whiney do nothing you litle skank inevercry you beter watch yo back because i am out to get your white as okay how dare you delete our wikipedia page like realy could you not like dont even we just wanted you to know about caroline tyler but no you had to delete it tbh ur not loser a cats liter box is more atractive than you i wil run your as up a flag pole leave you there until the crows peck your beady litle eyes out kaw kaw ,1
53042,8dc25ca5fe40659e,epic fail ha ha ha ha failed again godye bitches ps fuck you ,1
5610,0efdedac6cc0a8db,helo mother fucker hijo edputa,1
126062,a22fa23b85b68536,i love vagina and eat pusy everyday ,1
8470,168131c0c540f138, more negative coatrack and cruft by to bad stuf like this don t find it s way in to melisa bean or stuf like this in jil morgenthaler s bios considering goethean hates roskam and his activities violates wp coi regarding his editing on this bio goethean s bias on rosakam which shows a systemic bias but then again no mater wikipeidia policy and ethics only democrats who are aproved by gothean and his master and wp spa pupet are alowed clasic case of wp own only dc point of view is aproved lets just lose the pretense of fairnes here and just consider this bio an oficial dc online version and not any thing npov and far from encyclopedic and fair al of which give more prof that section should be revised and rewrite to make those responsible acountable a word to personaly how can you have any kind an ethical religion and engage in such disingenuous and behavior contrary to your own belief system hindu buda etc which i se you engage in on wikipeida i wonder how you lok at your self in the miror or even slep at night unles you have compartmentalized your mind of so wel as you can stay sane with the hypocrisy you sem to demonstrate by your own behavior what you do and what you sem to believe in sem in conflict lies censorship mis information wikipeidia and it s cult of lies and al cultist fear true and ned to engage ned to engage in it rather then the light of day only evil can exist in the dark of such to gothenan i have grown up in chicago and sen democrats and their thugs beat up people for puling republican votes i have sen first hand i have sen vote fraud institutionalized where only democratic votes were counted and elections stolen as normal way of life with jokes like dead vote or vote early for often or the wino vote al coming for crok country political culture dont believe me read bos by mike roko gothean you so ful of your elitist garbage and self righteous self you fail to understand who s the real thug here i lived me and my family in the county of cok crok were coruption and taxes are on a scale rivaling a banana republic a blue paradise of coruption so bad i move to dupage to get away from it i say to you if is so bad in dupage and the sixth then gothenan move back to chicago get your head out of your as and your figing buda boks and lok at the realities and stop the big lie you foist on the ignorant ,1
73388,c4578d48c6a4d9f8,what how is that edit not a god one and how can you justify a moronic day block ,1
8132,15a3ab8f65895d6f,you suck i was making the article and then you tag it with deletion you power hungry nerd ,1
30264,50594717abe6bcfb,of course after being fucked up the arse,1
42206,70a2b1ff5645c87d,max i seriously don t give a flying fuck about you jakezing or your atitudes towards each other what s done is done what you ned to do now is move on forget about jake you l probably never se him again on wikipedia you ve spoiled your otherwise clean record dealing with that pompous jackas and you don t ned to do any more damage to it so he didn t tel you why he had a problem with you quite frankly i can t understand why either of you kept arguing with the other for so long i believe that s just por judgment realy in any case i don t have to help you with anything nor wil i the only reason i steped into this was because i was trying to stop you two from riping each others throats out and that didn t do any god since you two just kept right on he might have confused you with someone else but that was no reason for you to kep harasing him about it you and him both have displayed abuse of wp civil and wp npa on countles ocasions now please do us al a favor and go on your way talk evidence ,1
154637,b0ebd8dca00fd880,wikipedia in general honestly you take this to seriously it s just the fucking internet you twats geting al anoyed and fafing on with blocking and reverting edits and the like maintaining wikipedia is a fucking joke ,1
54680,9223140a105ed75b,fag your a danish fagot ,1
56794,97c5a04d418f52fd,fuck of ,1
33398,590b2b1e7dc9e4e1, i wil ignore but rest asured that should you cause any further disruption to articles or talk pages i wil report you and ask that you be blocked longer than you were last time sems your only response is violence am i right american self apointed dictator ashole whats the mater cant handle it when it gets tough sometimes the other one hits back and what do you do american fag run home to mother you fuck ,1
51540,89de6be1edabd915,i m going to be honest with you i m not going to pas your articles as ga because frankly they suck but that doesn t mean an agrement can t be reached upon where your articles could stil potentialy reach ga first thing you ned to know is that god article status is a crock of shit the criteria for it is a fair model and it is not the problem the problem is that it is not governed by a comite any bozo like yourself is alowed to review an article and ultimately decide if the article in their mind merits inclusion into cgd club gren dot the bar sits firmly in the mud snakes slither acros it my articles on the other hand never have enjoyed the benefits of exception with extreme prejudice they have ben held to the highest posible standard set by the criteria now we get to your ga review of howling bels which i would like a ful explanation for that s one of the agrements that i have set forth in order for you to avoid failure of your articles by me you can decide if you would like to abide by this resolution or not tel me something are you on drugs prescription or otherwise if that ofends you i apologize but your review made me think of thre things either somebody tok a shit on your face and you couldn t se through it you had a big d in your as or you were in a state of incoherence brought on by substance abuse i must confes i m ashamed that i m even having to talk to some punk as high schol kid who listens to crapy music not that i fel that i hold a higher place in this world than you because lord knows that s not the case it s just that i m sitin here having to deal with some godamn litle kid over the computer even at your age i know you understand where i m coming from there s not much of a reward geting an article to ga status aside from that dot a smal part of me would like to se the article at ga but it realy doesn t concern me a whole lot whether it gets there or not howling bels is at ga and that s basicaly god enough for me as far as halfway gone goes at this point it s outa my hands you re just gona have to acept the fact the article could posibly be de listed consider that your penalty for fuckin around with other people s hard work ok so there are two agrements i have come up with that i think are very aceptable a ful explanation of your ga review of howling bels album i l guide you through it on the review page if you decide to play bal god on ya you must say the folowing to me here on my talk page i am just a punk as tenager who loves justin beiber loves the crapy music of justin beiber and loves crapy music from many other crapy artists the font has to be huge to none of this smal crap also se if you can do it in some kind of color that would be col now i wil not pas your articles if you agre to this but i wil not fail them instead i wil explain on the review pages that any reviewing of the articles that i have done up until this point should be disregarded my reasoning wil be because of my inexperience as a first time reviewer has led me to realize that i am not capable for such a task i wil wash my hands of the articles take them of hold and request that another editor undertake the review if you are unwiling to acept these agrements than you leave me no other choice but to expeditiously fail the articles let me know what you wana do kid meow ,1
143509,ff6892993121ba81,again not half jokingly how do i remove the picture of this druged fucked up face of a cia analyst staring at me from the top of each page i open ,1
150363,6b0bc19c2a30a995,guns i m confused i thought you kangaros weren t alowed to have guns and your crazy government wasted a bunch of money buying them al back from you ,1
46933,7d7036465a0d6118,hel yes absolutely please remove the brick from your anus as it is considered vandalism ,1
68543,b75fc8d86e4de10f,he wasn t a highland scot he was from strathclyde you uter spastic ,1
42678,71e8e95f6177fad1,go and fal of a clif and die you pathetic bastard ,1
148288,49b62301a21c7144,u mad i l fuck you blind bitch i l fuck you blind til you just can t se no more sit on my dick fart on my bals anyway going to change ip so i can mes with juneglom ,1
69056,b8bf4a279b99e8a4, monkey monkey monkey monkey monkey preceding unsigned coment aded by ,1
141076,f2e147de9f954d18,you fina catch these hands i swear to god homie if you don t quit flexin on me you bout to catch these hands,1
120401,83fcac6da592a330,i hope you die i hope you die,1
21783,39659072f6a72c7e,bahamut is gay it s true you litle bitch ,1
89608,efb192139b9bc1a2,what the hel are you talking about ,1
119968,8187c7ed2a1595e3,oh nobody gives a fk about it linkin park is a screwy band gren day doesn t deserve the pa they have only fks and total uses of profanity century breakdown had uses of fk in horseshoes and handgrenades there is a total of profanities,1
146154,27c48fbdc3c3cdd7,g i thought you miscariged anyways g in your baby i would fucking knock you up any day,1
62046,a6045514bd66d1ca,teadrinker is a stupid jerk also he has a stupid nickname,1
157431,de004b9b12fa9a62,what a jew make real articles not stupid spedy dleteion you jew ,1
67329,b424865d50ecc1dc,oh my f cking god come on ,1
52260,8bdb2d6b7a69886d,you gota be kiding you arogant sob ,1
16726,2c1d00cfbe2807fa,your the trol fine welcome to this encyclopedia why do you do this it is hurtful to cal anyone a trol specialy if they came with a question for judy blume not a trol fine kep it then and get herpes ,1
95335,fee37aebed6182f7,i am not here to be constructive i am here to prove that wikipedia is nothing but a bunch of hypocrites and liars ,1
104238,2dd12cdab4ab763d,yeah and burning your church down means i hate the architecture not you they don t hate guns many of their most fervent suporters have private security guards they hate that people own guns even if they don t hate the individual they advocate against the private ownership of them not demilitarization or even disarming police in areas where there was a handgun ban ,1
33755,59fdce250515aa19,helo ok don t try to frighten me with your a hole threats about what you l do in the real world you and nishkid you related or what does your sage sothing advice go to hel when soemone questions it ,1
